Year,Make,Model,Type,Seats,Doors
2012,Mercedes-Benz,GLK300,3.0 L  GE SUV,5,5
2012,Mercedes-Benz,GLK350,3.5 L  AMG PACK SUV,5,5
2012,Mercedes-Benz,GLK350,3.5 L  TOP SUV,5,5
2012,Mercedes-Benz,ML350,3.5 L  AMG KIT SUV,5,5
2012,Mercedes-Benz,ML500,4.7 L  STD SUV,5,5
2012,Mercedes-Benz,ML63 AMG,5.5 L  STD SUV,5,5
2012,Mercedes-Benz,R300L,3.0 L  AMG MPV,6,5
2012,Mercedes-Benz,R300L,3.0 L  STD MPV,7,5
2012,Mercedes-Benz,R350,3.5 L  STD MPV,6,5
2012,Mercedes-Benz,S300,3.0 L  BUSINESS EDITION Sedan,5,4
2012,Mercedes-Benz,S350,3.5 L  AMG Sedan,5,4
2012,Mercedes-Benz,S350,3.5 L  LWB Sedan,5,4
2012,Mercedes-Benz,S400,3.5 L  STD Sedan,5,4
2012,Mercedes-Benz,S500,4.7 L  AMG PREMIUM Sedan,5,4
2012,Mercedes-Benz,S500,4.7 L  LWB Sedan,5,4
2012,Mercedes-Benz,S600,5.5 L  STD Sedan,5,4
2012,Mercedes-Benz,S63 AMG,6.3 L  STD Sedan,5,4
2012,Mercedes-Benz,S65 AMG,6.0 L  STD Sedan,5,4
2012,Mercedes-Benz,SL300,3.0 L  SPORT Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SL350,3.5 L  STD Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SL500,5.5 L  STD Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SL600,5.5 L  STD Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SL63 AMG,6.2 L  STD Convertible,2,2
2012,Mercedes-Benz,SL65 AMG,6.0 L  STD Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SLK200,1.8 L  KOMPRESSOR Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SLK250,1.8 L  SPORT Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SLK350,3.5 L  SPORT Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SLK55 AMG,5.5 L  STD Coupe/Cabriolet,2,2
2012,Mercedes-Benz,SLS AMG,6.2 L  STD Convertible,2,2
2012,Mercedes-Benz,SLS AMG,6.2 L  STD Coupe,2,2
2012,Mercedes-Benz,VIANO,3.5 L  AMBIENTE Mini Bus,7,5
2012,Mercedes-Benz,VIANO,3.5 L  FUN Mini Bus,7,5
2012,Mercedes-Benz,VIANO,3.5 L  TREND Mini Bus,7,5
2012,MG,3,1.3 L  STD Hatchback,5,5
2012,MG,3,1.5 L  STD Hatchback,5,5
2012,MG,350,1.5 L  LUXURY Sedan,5,4
2012,MG,350,1.5 L  STD Sedan,5,4
2012,MG,550,1.8 L TIPTRONIC GRAND DELUXE Sedan,5,4
2012,MG,550,1.8 L TIPTRONIC STD Sedan,5,4
2012,MG,6,1.8 L TIPTRONIC DELUXE Hatchback,5,5
2012,MG,6,1.8 L TIPTRONIC DELUXE Sedan,5,4
2012,MG,6,1.8 L TIPTRONIC GRAND DELUXE Hatchback,5,5
2012,MG,6,1.8 L TIPTRONIC GRAND DELUXE Sedan,5,4
2012,MG,750,2.5 L  GRAND DELUXE Sedan,5,4
2012,MINI,COOPER,1.6 L  CABRIO Convertible,4,2
2012,MINI,COOPER,1.6 L  STD Hatchback,4,3
2012,MINI,COOPER COUNTRYMAN,1.6 L  STD Hatchback,5,5
2012,MINI,COOPER ROADSTER,1.6 L  STD Convertible,2,2
2012,MINI,COOPER S,1.6 L  CABRIO Convertible,4,2
2012,MINI,COOPER S,1.6 L  COUPE Coupe,2,2
2012,MINI,COOPER S,1.6 L  STD Hatchback,4,3
2012,MINI,COOPER S COUNTRYMAN,1.6 L  STD Hatchback,5,5
2012,MINI,COOPER S ROADSTER,1.6 L  STD Convertible,2,2
2012,MINI,JOHN COOPER WORKS,1.6 L MANUAL STD Hatchback,4,3
2012,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE HIGHLINE SUV,5,5
2012,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE LOWLINE SUV,5,5
2012,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE MIDLINE SUV,5,5
2012,Mitsubishi,CANTER,3.9 L MANUAL STD Pick Up,3,2
2012,Mitsubishi,GALANT,2.4 L  ES Sedan,5,4
2012,Mitsubishi,GALANT,2.4 L  ES SUNROOF Sedan,5,4
2012,Mitsubishi,GALANT,2.4 L  GLS Sedan,5,4
2012,Mitsubishi,GALANT,3.8 L  GTS Sedan,5,4
2012,Mitsubishi,LANCER,1.3 L  GL Sedan,5,4
2012,Mitsubishi,LANCER,1.3 L  GL TOP Sedan,5,4
2012,Mitsubishi,LANCER,1.6 L  GLX LOWLINE Sedan,5,4
2012,Mitsubishi,LANCER,1.6 L  GLX MID Sedan,5,4
2012,Mitsubishi,LANCER EX,1.5 L  GLS Sedan,5,4
2012,Mitsubishi,LANCER EX,2.0 L CVT + MANUAL MODE GLS Sedan,5,4
2012,Mitsubishi,LANCER EX,2.0 L CVT + MANUAL MODE GT Sedan,5,4
2012,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX HIGHLINE FABRIC SUV,5,5
2012,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX SUV,5,5
2012,Mitsubishi,OUTLANDER,3.0 L CVT + MANUAL MODE GLS FABRIC HL SUV,5,5
2012,Mitsubishi,OUTLANDER,3.0 L CVT + MANUAL MODE GLS LTH HL SUV,5,5
2012,Mitsubishi,OUTLANDER,3.0 L CVT + MANUAL MODE GLS LTH HL TOP SUV,5,5
2012,Mitsubishi,OUTLANDER,3.0 L CVT + MANUAL MODE GLX FABRIC SUV,5,5
2012,Mitsubishi,PAJERO,3.5 L  GLS  HL LTH TOP SUV,7,5
2012,Mitsubishi,PAJERO,3.5 L  GLS HL FAB SUV,7,5
2012,Mitsubishi,PAJERO,3.5 L  GLS HL LTH SUV,7,5
2012,Mitsubishi,PAJERO,3.5 L  GLS LOWLINE SUV,5,3
2012,Mitsubishi,PAJERO,3.5 L  GLS LOWLINE SUV,7,5
2012,Mitsubishi,PAJERO,3.5 L  GLS MIDLINE SUV,5,3
2012,Mitsubishi,PAJERO,3.5 L  GLS MIDLINE SUV,7,5
2012,Mitsubishi,PAJERO,3.8 L  GLS HIGHLINE SUV,7,5
2012,Mitsubishi,PAJERO,3.8 L  GLS HIGHLINE TOP SUV,7,5
2012,Mitsubishi,PAJERO,3.8 L  GLS HL LTH SUV,5,3
2012,Mitsubishi,PAJERO,3.8 L  GLS MIDLINE SUV,7,5
2012,Mitsubishi,PAJERO SPORT,3.5 L MULTIMODE HIGHLINE SUV,7,5
2012,Mitsubishi,PAJERO SPORT,3.5 L MULTIMODE LOWLINE SUV,7,5
2012,Mitsubishi,PAJERO SPORT,3.5 L MULTIMODE MIDLINE SUV,7,5
2012,Morgan,ROADSTER,3.7 L MANUAL 2 SEATER Convertible,2,2
2012,Nissan,370Z,3.7 L  MID Coupe,2,2
2012,Nissan,370Z,3.7 L  Roadster Convertible,2,2
2012,Nissan,ALTIMA,2.5 L CVT + MANUAL MODE EXCLUSIVE Sedan,5,4
2012,Nissan,ALTIMA,2.5 L CVT + MANUAL MODE S T1 Sedan,5,4
2012,Nissan,ALTIMA,2.5 L CVT + MANUAL MODE S T2 TOP Sedan,5,4
2012,Nissan,ALTIMA,2.5 L CVT + MANUAL MODE STD Coupe,5,2
2012,Nissan,ALTIMA,3.5 L CVT + MANUAL MODE SE Sedan,5,4
2012,Nissan,ARMADA,5.6 L  LE SUV,8,5
2012,Nissan,ARMADA,5.6 L  PLATINUM SUV,8,5
2012,Nissan,ARMADA,5.6 L  SE SUV,8,5
2012,Nissan,GT-R,3.8 L DSG SPORT Coupe,4,2
2012,Nissan,JUKE,1.6 L CVT + MANUAL MODE S Hatchback,5,5
2012,Nissan,JUKE,1.6 L CVT + MANUAL MODE SL TURBO Hatchback,5,5
2012,Nissan,JUKE,1.6 L CVT + MANUAL MODE SL W/SR Hatchback,5,5
2012,Nissan,MAXIMA,3.5 L CVT S Sedan,5,4
2012,Nissan,MAXIMA,3.5 L CVT SR Sedan,5,4
2012,Nissan,MAXIMA,3.5 L CVT SR TOP Sedan,5,4
2012,Nissan,MAXIMA,3.5 L CVT SV Sedan,5,4
2012,Nissan,MICRA,1.5 L CVT S Hatchback,5,5
2012,Nissan,MICRA,1.5 L CVT SL + Hatchback,5,5
2012,Nissan,MICRA,1.5 L CVT SL Hatchback,5,5
2012,Nissan,MICRA,1.5 L CVT SV + Hatchback,5,5
2012,Nissan,MICRA,1.5 L CVT SV Hatchback,5,5
2012,Nissan,MURANO,3.5 L CVT + MANUAL MODE LE SUV,5,5
2012,Nissan,MURANO,3.5 L CVT + MANUAL MODE SL SUV,5,5
2012,Nissan,PATHFINDER,4.0 L  LE NAV. SUV,7,5
2012,Nissan,PATHFINDER,4.0 L  LE SUV,7,5
2012,Nissan,PATHFINDER,4.0 L  SE T1 SUV,7,5
2012,Nissan,PATHFINDER,4.0 L  SE T2 SUV,7,5
2012,Nissan,PATHFINDER,4.0 L  XE SUV,7,5
2012,Nissan,PATROL,4.5 L  HT GL SUV,5,3
2012,Nissan,PATROL,4.5 L MANUAL HT GL SUV,5,3
2012,Nissan,PATROL,4.8 L  HT GL SUV,7,5
2012,Nissan,PATROL,4.8 L  HT SAFARI SUV,7,5
2012,Nissan,PATROL,4.8 L  SUPER SAFARI T2 SUV,7,5
2012,Nissan,PATROL,4.8 L MANUAL HT GL SUV,7,5
2012,Nissan,PATROL,4.8 L MANUAL HT SAFARI SUV,7,5
2012,Nissan,PATROL,4.8 L MANUAL SUPER SAFARI T1 SUV,7,5
2012,Nissan,PATROL,4.8 L MANUAL SUPER SAFARI T2 SUV,7,5
2012,Nissan,PATROL,5.6 L  LE T1 SUV,8,5
2012,Nissan,PATROL,5.6 L  LE T2 SUV,8,5
2012,Nissan,PATROL,5.6 L  LE T3 CITY 60TH ANNIVERSARY SUV,8,5
2012,Nissan,PATROL,5.6 L  LE T3 CITY VERSION SUV,8,5
2012,Nissan,PATROL,5.6 L  LE T3 SUV,8,5
2012,Nissan,PATROL,5.6 L  SE T1 SUV,8,5
2012,Nissan,PATROL,5.6 L  SE T2 SUV,8,5
2012,Nissan,PATROL,5.6 L  SE T3 60TH ANNIVERSARY SUV,8,5
2012,Nissan,PATROL,5.6 L  SE T3 DVD SUV,8,5
2012,Nissan,PATROL,5.6 L  SE T3 SUV,8,5
2012,Nissan,PATROL,5.6 L MANUAL XE T1 SUV,8,5
2012,Nissan,QASHQAI,2.0 L CVT LE T1 SUV,5,5
2012,Nissan,QASHQAI,2.0 L CVT S SUV,5,5
2012,Nissan,QASHQAI,2.0 L CVT SE SUV,5,5
2012,Nissan,SUNNY,1.5 L  S Sedan,5,4
2012,Nissan,SUNNY,1.5 L  SL Sedan,5,4
2012,Nissan,SUNNY,1.5 L  SV COMFORT Sedan,5,4
2012,Nissan,SUNNY,1.5 L  SV Sedan,5,4
2012,Nissan,SUNNY,1.5 L MANUAL S Sedan,5,4
2012,Nissan,SUNNY,1.5 L MANUAL SV Sedan,5,4
2012,Nissan,SUNNY,1.6 L  PE Sedan,5,4
2012,Nissan,SUNNY,1.6 L  SE PLUS Sedan,5,4
2012,Nissan,SUNNY,1.6 L  SE Sedan,5,4
2012,Nissan,SUNNY,1.6 L MANUAL PE Sedan,5,4
2012,Nissan,TIIDA,1.8 L  S PWR OPTS Hatchback,5,5
2012,Nissan,TIIDA,1.8 L  S PWR OPTS Sedan,5,4
2012,Nissan,TIIDA,1.8 L  S PWR+ABS Hatchback,5,5
2012,Nissan,TIIDA,1.8 L  SL ABS A/W Sedan,5,4
2012,Nissan,TIIDA,1.8 L  SL ABS Sedan,5,4
2012,Nissan,TIIDA,1.8 L  SL PWR OPTS Hatchback,5,5
2012,Nissan,TIIDA,1.8 L  SL PWR+ABS Hatchback,5,5
2012,Nissan,TIIDA,1.8 L  SL PWR+S/R Hatchback,5,5
2012,Nissan,URVAN,1.6 L MANUAL STD Mini Bus,15,4
2012,Nissan,X TERRA,4.0 L  S Off Road SUV,5,5
2012,Nissan,X TERRA,4.0 L  S SUV,5,5
2012,Nissan,X TERRA,4.0 L  X SUV,5,5
2012,Nissan,X TRAIL,2.5 L  SE T1 SUV,5,5
2012,Nissan,X TRAIL,2.5 L  XE 2WD SUV,5,5
2012,Nissan,X TRAIL,2.5 L  XE 4WD SUV,7,5
2012,Peugeot,207,1.6 L TIPTRONIC ACTIVE Hatchback,5,5
2012,Peugeot,207,1.6 L TIPTRONIC ALLURE Hatchback,5,5
2012,Peugeot,207,1.6 L TIPTRONIC CC SPORT1 Coupe/Cabriolet,4,2
2012,Peugeot,207,1.6 L TIPTRONIC SPORTIUM Hatchback,5,5
2012,Peugeot,3008,1.6 L TIPTRONIC PREMIUM SUV,5,5
2012,Peugeot,3008,1.6 L TIPTRONIC STD SUV,5,5
2012,Peugeot,308,1.6 L TIPTRONIC ACCESS Hatchback,5,5
2012,Peugeot,308,1.6 L TIPTRONIC ACTIVE Hatchback,5,5
2012,Peugeot,308,1.6 L TIPTRONIC ALLURE Hatchback,5,5
2012,Peugeot,308,1.6 L TIPTRONIC CC FELINE Coupe/Cabriolet,4,2
2012,Peugeot,308,1.6 L TIPTRONIC CC SPORT Coupe/Cabriolet,4,2
2012,Peugeot,308,1.6 L TIPTRONIC SPORTIUM Hatchback,5,5
2012,Peugeot,5008,1.6 L TIPTRONIC PREMIUM MPV,7,5
2012,Peugeot,5008,1.6 L TIPTRONIC STD MPV,7,5
2012,Peugeot,508,1.6 L TIPTRONIC ACCESS Sedan,5,4
2012,Peugeot,508,1.6 L TIPTRONIC ACTIVE Sedan,5,4
2012,Peugeot,508,1.6 L TIPTRONIC ALLURE Sedan,5,4
2012,Peugeot,BOXER,2.2 L MANUAL L1H1 Mini Bus,3,2
2012,Peugeot,BOXER,2.2 L MANUAL L2H2 Mini Bus,3,2
2012,Peugeot,BOXER,2.2 L MANUAL L4H3 Mini Bus,3,2
2012,Peugeot,PARTNER,1.4 L MANUAL COMBI Window Van,5,5
2012,Peugeot,PARTNER,1.4 L MANUAL STD Panel Van,2,5
2012,Peugeot,PARTNER,1.6 L MANUAL COMBI Window Van,7,5
2012,Peugeot,PARTNER,1.6 L MANUAL STD Panel Van,2,5
2012,Peugeot,RCZ,1.6 L MANUAL STD Coupe,4,2
2012,Peugeot,RCZ,1.6 L TIPTRONIC ATP Coupe,4,2
2012,Porsche,911,3.4 L MANUAL CARRERA Convertible,4,2
2012,Porsche,911,3.4 L MANUAL CARRERA Coupe,4,2
2012,Porsche,911,3.4 L PDK CARRERA Convertible,4,2
2012,Porsche,911,3.4 L PDK CARRERA Coupe,4,2
2012,Porsche,911,3.6 L MANUAL CARRERA Convertible,4,2
2012,Porsche,911,3.6 L MANUAL CARRERA Coupe,4,2
2012,Porsche,911,3.6 L PDK CARRERA Convertible,4,2
2012,Porsche,911,3.6 L PDK CARRERA Coupe,4,2
2012,Porsche,911,3.8 L MANUAL CARRERA GTS Convertible,4,2
2012,Porsche,911,3.8 L MANUAL CARRERA GTS Coupe,4,2
2012,Porsche,911,3.8 L MANUAL CARRERA S Convertible,4,2
2012,Porsche,911,3.8 L MANUAL CARRERA S Coupe,4,2
2012,Porsche,911,3.8 L MANUAL TURBO Convertible,4,2
2012,Porsche,911,3.8 L MANUAL TURBO Coupe,4,2
2012,Porsche,911,3.8 L PDK CARRERA S Convertible,4,2
2012,Porsche,911,3.8 L PDK CARRERA S Coupe,4,2
2012,Porsche,911,3.8 L PDK TURBO Convertible,4,2
2012,Porsche,911,3.8 L PDK TURBO Coupe,4,2
2012,Porsche,911,3.8 L PDK TURBO S Convertible,4,2
2012,Porsche,911,3.8 L PDK TURBO S Coupe,4,2
2012,Porsche,911,3.8 L TIPTRONIC CARRERA GTS Convertible,4,2
2012,Porsche,911,3.8 L TIPTRONIC CARRERA GTS Coupe,4,2
2012,Porsche,BOXSTER,2.7 L MANUAL STD Convertible,2,2
2012,Porsche,BOXSTER,2.7 L PDK STD Convertible,2,2
2012,Porsche,BOXSTER,3.4 L MANUAL S BLACK EDITION Convertible,2,2
2012,Porsche,BOXSTER,3.4 L MANUAL S Convertible,2,2
2012,Porsche,BOXSTER,3.4 L PDK S BLACK EDITION Convertible,2,2
2012,Porsche,BOXSTER,3.4 L PDK S Convertible,2,2
2012,Porsche,CAYENNE,3.0 L TIPTRONIC DIESEL SUV,5,5
2012,Porsche,CAYENNE,3.0 L TIPTRONIC S HYBRID SUV,5,5
2012,Porsche,CAYENNE,3.6 L TIPTRONIC STD SUV,5,5
2012,Porsche,CAYENNE,4.8 L TIPTRONIC GTS SUV,5,5
2012,Porsche,CAYENNE,4.8 L TIPTRONIC S SUV,5,5
2012,Porsche,CAYENNE,4.8 L TIPTRONIC TURBO SUV,5,5
2012,Porsche,CAYMAN,2.9 L MANUAL STD Coupe,2,2
2012,Porsche,CAYMAN,2.9 L PDK STD Coupe,2,2
2012,Porsche,CAYMAN,3.4 L MANUAL R Coupe,2,2
2012,Porsche,CAYMAN,3.4 L MANUAL S Coupe,2,2
2012,Porsche,CAYMAN,3.4 L PDK R Coupe,2,2
2012,Porsche,CAYMAN,3.4 L PDK S Coupe,2,2
2012,Porsche,PANAMERA,3.0 L PDK DIESEL Sedan,5,4
2012,Porsche,PANAMERA,3.0 L PDK S HYBRID Sedan,5,4
2012,Porsche,PANAMERA,3.6 L PDK 4 Sedan,5,4
2012,Porsche,PANAMERA,3.6 L PDK STD Sedan,5,4
2012,Porsche,PANAMERA,4.8 L PDK 4S Sedan,4,4
2012,Porsche,PANAMERA,4.8 L PDK GTS Sedan,5,4
2012,Porsche,PANAMERA,4.8 L PDK S Sedan,4,4
2012,Porsche,PANAMERA,4.8 L PDK TURBO S Sedan,5,4
2012,Porsche,PANAMERA,4.8 L PDK TURBO Sedan,4,4
2012,Proton,GEN-2,1.6 L  BASELINE Hatchback,5,5
2012,Proton,GEN-2,1.6 L  MIDLINE Hatchback,5,5
2012,Proton,PERSONA,1.6 L  BASELINE Sedan,5,4
2012,Proton,PERSONA,1.6 L  MIDLINE Sedan,5,4
2012,Proton,SAGA,1.3 L CVT MIDLINE Sedan,5,4
2012,RAM,1500,5.7 L  LARAMIE Pick Up Double Cab,5,4
2012,RAM,1500,5.7 L  SLT QUAD Pick Up Double Cab,5,4
2012,Renault,CLIO,2.0 L MANUAL RS 200 Hatchback,4,3
2012,Renault,DUSTER,2.0 L  PE SUV,5,5
2012,Renault,DUSTER,2.0 L  SE SUV,5,5
2012,Renault,DUSTER,2.0 L  SE+ SUV,5,5
2012,Renault,DUSTER,2.0 L MANUAL SE SUV,5,5
2012,Renault,FLUENCE,1.6 L CVT LE PLUS Sedan,5,4
2012,Renault,FLUENCE,1.6 L CVT LE Sedan,5,4
2012,Renault,FLUENCE,1.6 L CVT PE Sedan,5,4
2012,Renault,FLUENCE,1.6 L CVT SE Sedan,5,4
2012,Renault,FLUENCE,2.0 L CVT LE PLUS Sedan,5,4
2012,Renault,FLUENCE,2.0 L CVT LIMITED SPORT Sedan,5,4
2012,Renault,FLUENCE,2.0 L CVT SE Sedan,5,4
2012,Renault,KOLEOS,2.5 L CVT LE SUV,5,5
2012,Renault,KOLEOS,2.5 L CVT MID SUV,5,5
2012,Renault,KOLEOS,2.5 L CVT PE SUV,5,5
2012,Renault,LAGUNA,3.5 L  STD Coupe,4,2
2012,Renault,LOGAN,1.6 L  STD Sedan,5,4
2012,Renault,LOGAN,1.6 L MANUAL STD Panel Van,2,5
2012,Renault,MEGANE,1.6 L  PE Hatchback,5,5
2012,Renault,MEGANE,1.6 L  PE PLUS Hatchback,5,5
2012,Renault,MEGANE,2.0 L CVT CC Coupe/Cabriolet,4,2
2012,Renault,MEGANE,2.0 L CVT LE Hatchback,5,5
2012,Renault,MEGANE,2.0 L CVT SE Hatchback,5,5
2012,Renault,SAFRANE,2.0 L CVT PE Sedan,5,4
2012,Renault,SAFRANE,2.0 L CVT SE Sedan,5,4
2012,Renault,SAFRANE,2.5 L  SE Sedan,5,4
2012,Renault,SAFRANE,3.5 L  LE Sedan,5,4
2012,Renault,TRAFIC,2.0 L MANUAL HIGH ROOF Panel Van,3,4
2012,Renault,TRAFIC,2.0 L MANUAL STD Panel Van,3,4
2012,Rolls-Royce,GHOST,6.6 L  STD Sedan,5,4
2012,Rolls-Royce,PHANTOM,6.7 L  COUPE Coupe,4,2
2012,Rolls-Royce,PHANTOM,6.7 L  COUPE DROPHEAD Convertible,4,2
2012,Rolls-Royce,PHANTOM,6.7 L  STD Sedan,5,4
2012,SEAT,ALTEA,1.6 L DSG REFERENCE Hatchback,5,5
2012,SEAT,ALTEA,1.6 L DSG STYLANCE Hatchback,5,5
2012,SEAT,IBIZA,1.6 L  SPORT Hatchback,5,5
2012,SEAT,LEON,1.6 L DSG STYLE BASE Hatchback,5,5
2012,SEAT,LEON,1.6 L DSG STYLE MID Hatchback,5,5
2012,SEAT,LEON,1.6 L DSG STYLE TOP Hatchback,5,5
2012,SEAT,LEON,1.6 L MANUAL REFERENCE BASE Hatchback,5,5
2012,SEAT,LEON,1.6 L MANUAL REFERENCE TOP Hatchback,5,5
2012,SEAT,LEON,2.0 L DSG FR BASE Hatchback,5,5
2012,SEAT,LEON,2.0 L DSG FR TOP Hatchback,5,5
2012,SEAT,LEON,2.0 L MANUAL R BASE Hatchback,5,5
2012,SEAT,LEON,2.0 L MANUAL R TOP Hatchback,5,5
2012,Škoda,FABIA,1.4 L DSG vRS Hatchback,5,5
2012,Škoda,FABIA,1.6 L TIPTRONIC ACTIVE Hatchback,5,5
2012,Škoda,FABIA,1.6 L TIPTRONIC MONTE CARLO Hatchback,5,5
2012,Škoda,OCTAVIA,1.6 L TIPTRONIC AMBITION COMFORT Hatchback,5,5
2012,Škoda,OCTAVIA,1.6 L TIPTRONIC AMBITION LUX Hatchback,5,5
2012,Škoda,OCTAVIA,2.0 L DSG vRS Hatchback,5,5
2012,Škoda,SUPERB,2.0 L  COMBI Estate,5,5
2012,Škoda,SUPERB,3.6 L DSG L&K Hatchback,5,5
2012,Škoda,SUPERB,3.6 L DSG STD Hatchback,5,5
2012,Škoda,YETI,1.8 L DSG ADVENTURE SUV,5,5
2012,Škoda,YETI,1.8 L DSG COMFORT SUV,5,5
2012,Ssangyong,ACTYON,2.3 L MANUAL SPORT 2WD Pick Up,4,2
2012,Ssangyong,ACTYON,2.3 L MANUAL SPORT 4WD Pick Up,4,2
2012,Ssangyong,KORANDO,2.0 L  DLX SUV,7,5
2012,Ssangyong,KORANDO,2.0 L  S SUV,5,5
2012,Ssangyong,KORANDO,2.0 L  S SUV,7,5
2012,Ssangyong,REXTON,3.2 L  W DLX SUV,7,5
2012,Ssangyong,REXTON,3.2 L  W S SUV,7,5
2012,Subaru,FORESTER,2.5 L  MID SUV,5,5
2012,Subaru,FORESTER,2.5 L  STD SUV,5,5
2012,Subaru,FORESTER,2.5 L  TOP SUV,5,5
2012,Subaru,IMPREZA,2.5 L  WRX-STi   STD Sedan,5,4
2012,Subaru,IMPREZA,2.5 L MANUAL WRX-STi   STD Sedan,5,4
2012,Subaru,LEGACY,2.0 L  STD Sedan,5,4
2012,Subaru,LEGACY,2.5 L  GT Sedan,5,4
2012,Subaru,OUTBACK,2.5 L CVT STD Estate,5,5
2012,Subaru,OUTBACK,2.5 L CVT TOP Estate,5,5
2012,Subaru,OUTBACK,3.6 L  TOP Estate,5,5
2012,Subaru,TRIBECA,3.6 L  TOP SUV,7,5
2012,Subaru,XV,2.0 L CVT PREMIUM SUV,5,5
2012,Subaru,XV,2.0 L CVT STD SUV,5,5
2012,Suzuki,APV,1.6 L  GLX- DELUXE MPV,8,5
2012,Suzuki,APV,1.6 L MANUAL GLX- DELUXE MPV,8,5
2012,Suzuki,APV,1.6 L MANUAL PANEL Panel Van,2,5
2012,Suzuki,APV,1.6 L MANUAL STD MPV,8,5
2012,Suzuki,CELERIO,1.0 L  BASE Hatchback,4,5
2012,Suzuki,CELERIO,1.0 L MANUAL BASE Hatchback,4,5
2012,Suzuki,GRAND VITARA,2.4 L  STD SUV,5,3
2012,Suzuki,GRAND VITARA,2.4 L  STD SUV,5,5
2012,Suzuki,JIMNY,1.3 L  JXL SUV,4,3
2012,Suzuki,JIMNY,1.3 L MANUAL JXL SUV,4,3
2012,Suzuki,KIZASHI,2.4 L CVT STD Sedan,5,4
2012,Suzuki,SWIFT,1.4 L  GL Hatchback,5,5
2012,Suzuki,SWIFT,1.4 L  GL SE Hatchback,5,5
2012,Suzuki,SWIFT,1.4 L  GLX Hatchback,5,5
2012,Suzuki,SWIFT,1.6 L CVT SPORT Hatchback,5,5
2012,Suzuki,SX4,2.0 L CVT STD Hatchback,5,5
2012,Toyota,86,2.0 L  MID Coupe,4,2
2012,Toyota,86,2.0 L  STD Coupe,4,2
2012,Toyota,86,2.0 L  TOP Coupe,4,2
2012,Toyota,86,2.0 L MANUAL STD Coupe,4,2
2012,Toyota,AURION,3.5 L  GRANDE NAVI Sedan,5,4
2012,Toyota,AURION,3.5 L  SE Sedan,5,4
2012,Toyota,AURION,3.5 L  SPORT Sedan,5,4
2012,Toyota,AURION,3.5 L  TOP LTH Sedan,5,4
2012,Toyota,AURION,3.5 L  TOURING Sedan,5,4
2012,Toyota,AVALON,3.5 L  LIMITED Sedan,5,4
2012,Toyota,CAMRY,2.5 L  S Sedan,5,4
2012,Toyota,CAMRY,2.5 L  SE Sedan,5,4
2012,Toyota,CAMRY,2.5 L  SE+ Sedan,5,4
2012,Toyota,CAMRY,2.5 L  SPORT Sedan,5,4
2012,Toyota,COASTER,2.7 L MANUAL LWB Bus,30,2
2012,Toyota,COASTER,2.7 L MANUAL SWB Bus,26,2
2012,Toyota,COASTER,3.7 L MANUAL SWB Bus,26,2
2012,Toyota,COASTER,4.2 L MANUAL LWB Bus,30,2
2012,Toyota,COASTER,4.2 L MANUAL LWB HIGH ROOF Bus,30,2
2012,Toyota,COROLLA,1.6 L  XLI POWER OPT Sedan,5,4
2012,Toyota,COROLLA,1.6 L  XLI Sedan,5,4
2012,Toyota,COROLLA,1.6 L  XLI TOP Sedan,5,4
2012,Toyota,COROLLA,1.8 L  GLI TOP LTH Sedan,5,4
2012,Toyota,COROLLA,1.8 L  GLI TOP Sedan,5,4
2012,Toyota,COROLLA,1.8 L  STERLING Sedan,5,4
2012,Toyota,COROLLA,1.8 L  XLI MID Sedan,5,4
2012,Toyota,COROLLA,1.8 L  XLI Sedan,5,4
2012,Toyota,COROLLA,1.8 L  XLI TOP Sedan,5,4
2012,Toyota,FJ CRUISER,4.0 L  BASE SUV,5,5
2012,Toyota,FJ CRUISER,4.0 L  EXTREME SUV,5,5
2012,Toyota,FJ CRUISER,4.0 L  STEALTH SUV,5,5
2012,Toyota,FJ CRUISER,4.0 L  TOP SUV,5,5
2012,Toyota,FJ CRUISER,4.0 L MANUAL BASE SUV,5,5
2012,Toyota,FORTUNER,2.7 L  SR5 SUV,7,5
2012,Toyota,FORTUNER,2.7 L  TOP SUV,7,5
2012,Toyota,FORTUNER,4.0 L  SR5 SUV,7,5
2012,Toyota,FORTUNER,4.0 L  TOP SUV,7,5
2012,Toyota,INNOVA,2.7 L  DX MPV,8,5
2012,Toyota,INNOVA,2.7 L  GL MPV,8,5
2012,Toyota,INNOVA,2.7 L  GL TOP MPV,8,5
2012,Toyota,INNOVA,2.7 L  GLI TOP LEATHER MPV,7,5
2012,Toyota,LAND CRUISER,4.0 L  EXR SUV,8,5
2012,Toyota,LAND CRUISER,4.0 L  GXR SUV,8,5
