Year,Make,Model,Type,Seats,Doors
2016,Lexus,GS450h,3.5 L CVT F Sport Sedan,5,4
2016,Lexus,GX460,4.6 L  PLATINUM SUV,7,5
2016,Lexus,GX460,4.6 L  PREMIER SUV,7,5
2016,Lexus,GX460,4.6 L  PRESTIGE SUV,7,5
2016,Lexus,IS200T,2.0 L  F SPORT Sedan,5,4
2016,Lexus,IS200T,2.0 L  PREMIER Sedan,5,4
2016,Lexus,IS200T,2.0 L  PRESTIGE Sedan,5,4
2016,Lexus,IS350,3.5 L  F SPORT PLATINUM Sedan,5,4
2016,Lexus,IS350,3.5 L  F SPORT PRESTIGE Sedan,5,4
2016,Lexus,IS350,3.5 L  PLATINUM Sedan,5,4
2016,Lexus,LS460,4.6 L MULTIMODE F SPORT Sedan,5,4
2016,Lexus,LS460,4.6 L MULTIMODE L TITANIUM Sedan,4,4
2016,Lexus,LS460,4.6 L MULTIMODE PLATINUM LWB 4ST Sedan,4,4
2016,Lexus,LS460,4.6 L MULTIMODE PREMIER LWB Sedan,5,4
2016,Lexus,LS460,4.6 L MULTIMODE PRESTIGE LWB 5ST Sedan,5,4
2016,Lexus,LS460,4.6 L MULTIMODE PRESTIGE PLUS Sedan,5,4
2016,Lexus,LS600h,5.0 L CVT F-SPORT Sedan,5,4
2016,Lexus,LS600h,5.0 L CVT PLATINUM 4ST Sedan,4,4
2016,Lexus,LS600h,5.0 L CVT TITANIUM Sedan,4,4
2016,Lexus,LX570,5.7 L MULTIMODE PLATINUM SUV,8,5
2016,Lexus,LX570,5.7 L MULTIMODE PREMIER SUV,8,5
2016,Lexus,LX570,5.7 L MULTIMODE PRESTIGE SUV,8,5
2016,Lexus,NX200T,2.0 L  F SPORT PLATINUM SUV,5,5
2016,Lexus,NX200T,2.0 L  F SPORT PRESTIGE SUV,5,5
2016,Lexus,NX200T,2.0 L  PLATINUM SUV,5,5
2016,Lexus,NX200T,2.0 L  PREMIER SUV,5,5
2016,Lexus,RC F,5.0 L  CARBON Coupe,4,2
2016,Lexus,RC F,5.0 L  PLATINUM Coupe,4,2
2016,Lexus,RC200T,2.0 L  F SPORT PRESTIGE Coupe,4,2
2016,Lexus,RC200T,2.0 L  PREMIER Coupe,4,2
2016,Lexus,RC350,3.5 L  F SPORT PLATINUM Coupe,4,2
2016,Lexus,RC350,3.5 L  F SPORT PRESTIGE Coupe,4,2
2016,Lexus,RC350,3.5 L  PLATINUM Coupe,4,2
2016,Lexus,RX350,3.5 L  F-SPORT SUV,5,5
2016,Lexus,RX350,3.5 L  PRESTIGE SUV,5,5
2016,Lexus,RX350,3.5 L TIPTRONIC PREMIER SUV,5,5
2016,Lexus,RX450H,3.5 L  F-SPORT SUV,5,5
2016,Lexus,RX450H,3.5 L  PRESTIGE SUV,5,5
2016,Lincoln,MK-T,3.5 L  ECOBOOST SUV,7,5
2016,Lincoln,MK-T,3.7 L  STD SUV,7,5
2016,Lincoln,MKC,2.0 L  PREMIER SUV,5,5
2016,Lincoln,MKC,2.0 L  RESERVE SUV,5,5
2016,Lincoln,MKC,2.0 L  SELECT SUV,5,5
2016,Lincoln,MKC,2.3 L  RESERVE SUV,5,5
2016,Lincoln,MKS,3.7 L  ULTIMATE Sedan,5,4
2016,Lincoln,MKX,2.7 L  RESERVE SUV,5,5
2016,Lincoln,MKX,2.7 L  SELECT SUV,5,5
2016,Lincoln,MKX,3.7 L  PREMIER SUV,5,5
2016,Lincoln,MKZ,2.0 L  PREMIER Sedan,5,4
2016,Lincoln,MKZ,2.0 L  RESERVE Sedan,5,4
2016,Lincoln,MKZ,3.7 L  PREFERRED Sedan,5,4
2016,Lincoln,NAVIGATOR,3.5 L  L RESERVE SUV,8,5
2016,Lincoln,NAVIGATOR,3.5 L  RESERVE SUV,8,5
2016,Lotus,EVORA,3.5 L MANUAL STD Coupe,4,2
2016,Maserati,GHIBLI,3.0 L  S Q4 Sedan,5,4
2016,Maserati,GHIBLI,3.0 L  S Sedan,5,4
2016,Maserati,GHIBLI,3.0 L  STD Sedan,5,4
2016,Maserati,GRAN TURISMO,4.7 L SEQUENTIAL SPORT Coupe,4,2
2016,Maserati,GRANCABRIO,4.7 L  STD Convertible,4,2
2016,Maserati,QUATTROPORTE,3.0 L  S Sedan,5,4
2016,Maserati,QUATTROPORTE,3.8 L  GTS Sedan,5,4
2016,Mazda,2,1.5 L  R Hatchback,5,5
2016,Mazda,2,1.5 L  R Sedan,5,4
2016,Mazda,2,1.5 L  S Hatchback,5,5
2016,Mazda,2,1.5 L  S Sedan,5,4
2016,Mazda,2,1.5 L  V Hatchback,5,5
2016,Mazda,3,1.6 L  S Hatchback,5,5
2016,Mazda,3,1.6 L  S Sedan,5,4
2016,Mazda,3,1.6 L  V S/R Sedan,5,4
2016,Mazda,3,1.6 L  V Sedan,5,4
2016,Mazda,3,2.0 L  R Hatchback,5,5
2016,Mazda,3,2.0 L  R Sedan,5,4
2016,Mazda,6,2.0 L  S Sedan,5,4
2016,Mazda,6,2.5 L  R Sedan,5,4
2016,Mazda,6,2.5 L  S Sedan,5,4
2016,Mazda,6,2.5 L  V Sedan,5,4
2016,Mazda,6,2.5 L  V SR Sedan,5,4
2016,Mazda,CX-5,2.0 L  GS SUV,5,5
2016,Mazda,CX-5,2.0 L  GT SUV,5,5
2016,Mazda,CX-5,2.5 L  GTX SUV,5,5
2016,Mazda,CX-9,3.7 L MULTIMODE GS SUV,7,5
2016,Mazda,CX-9,3.7 L MULTIMODE GT SUV,7,5
2016,Mazda,CX-9,3.7 L MULTIMODE GTX LTD SUV,7,5
2016,Mazda,CX-9,3.7 L MULTIMODE GTX SUV,7,5
2016,Mazda,MX-5,2.0 L  SPORT Convertible,2,2
2016,McLaren,570S,3.8 L Dual Clutch STD Coupe,2,2
2016,McLaren,675LT,3.8 L  COUPE Coupe,2,2
2016,Mercedes-Benz,A250,2.0 L Dual Clutch SPORT Hatchback,5,5
2016,Mercedes-Benz,A45,2.0 L Dual Clutch AMG Hatchback,5,5
2016,Mercedes-Benz,AMG GT,4.0 L Dual Clutch S Coupe,2,3
2016,Mercedes-Benz,C180,1.6 L  STD Sedan,5,4
2016,Mercedes-Benz,C200,2.0 L GEARTRONIC AMG Coupe,4,2
2016,Mercedes-Benz,C200,2.0 L GEARTRONIC AMG Sedan,5,4
2016,Mercedes-Benz,C200,2.0 L GEARTRONIC AVANTGARDE Sedan,5,4
2016,Mercedes-Benz,C250,1.8 L GEARTRONIC CGI Coupe,4,2
2016,Mercedes-Benz,C250,2.0 L GEARTRONIC AMG Sedan,5,4
2016,Mercedes-Benz,C250,2.0 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,C300,2.0 L  STD Coupe,4,2
2016,Mercedes-Benz,C300,2.0 L  STD Sedan,5,4
2016,Mercedes-Benz,C400,3.0 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,C450 AMG,3.0 L GEARTRONIC 4MATIC Sedan,5,4
2016,Mercedes-Benz,C63 AMG,4.0 L  S Sedan,5,4
2016,Mercedes-Benz,C63 AMG,4.0 L  STD Sedan,5,4
2016,Mercedes-Benz,CLA250,2.0 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,CLA45 AMG,2.0 L Dual Clutch STD Sedan,5,4
2016,Mercedes-Benz,CLS400,3.5 L  STD Sedan,4,4
2016,Mercedes-Benz,CLS500,4.6 L  STD Sedan,4,4
2016,Mercedes-Benz,CLS63 AMG,5.5 L  S Sedan,4,4
2016,Mercedes-Benz,CLS63 AMG,5.5 L  STD Sedan,4,4
2016,Mercedes-Benz,E200,1.8 L  STD Coupe,4,2
2016,Mercedes-Benz,E200,1.8 L  STD Estate,5,5
2016,Mercedes-Benz,E200,1.8 L  STD Sedan,5,4
2016,Mercedes-Benz,E250,2.0 L  STD Sedan,5,4
2016,Mercedes-Benz,E250,2.0 L GEARTRONIC STD Coupe,4,2
2016,Mercedes-Benz,E300,3.5 L GEARTRONIC AMG Sedan,5,4
2016,Mercedes-Benz,E300,3.5 L GEARTRONIC AVANTGARDE SPORT Sedan,5,4
2016,Mercedes-Benz,E300,3.5 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,E320,3.0 L  STD Convertible,4,2
2016,Mercedes-Benz,E320,3.0 L  STD Coupe,4,2
2016,Mercedes-Benz,E350,3.5 L  SPORTS Coupe,4,2
2016,Mercedes-Benz,E400,3.0 L GEARTRONIC STD Coupe,4,2
2016,Mercedes-Benz,E400,3.0 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,E500,4.7 L GEARTRONIC STD Coupe,4,2
2016,Mercedes-Benz,E500,4.7 L GEARTRONIC STD Sedan,5,4
2016,Mercedes-Benz,G500,5.5 L  STD SUV,7,5
2016,Mercedes-Benz,G63 AMG,5.5 L GEARTRONIC STD SUV,5,5
2016,Mercedes-Benz,GL500,4.7 L  STD SUV,7,5
2016,Mercedes-Benz,GLA250,2.0 L DCT STD SUV,5,5
2016,Mercedes-Benz,GLA45 AMG,2.0 L Dual Clutch STD SUV,5,5
2016,Mercedes-Benz,GLC250,2.0 L  STD SUV,5,5
2016,Mercedes-Benz,GLC300,2.0 L GEARTRONIC AMG SUV,5,5
2016,Mercedes-Benz,GLE400,3.0 L GEARTRONIC AMG SUV,5,5
2016,Mercedes-Benz,GLE43 AMG,3.0 L GEARTRONIC STD SUV COUPE,5,5
2016,Mercedes-Benz,GLE450,3.0 L GEARTRONIC AMG SUV COUPE,5,5
2016,Mercedes-Benz,GLE500,4.7 L  STD SUV,5,5
2016,Mercedes-Benz,GLE63 AMG,5.5 L  S SUV COUPE,5,5
2016,Mercedes-Benz,GLS500,4.7 L  STD SUV,7,5
2016,Mercedes-Benz,GLS63 AMG,5.5 L  S SUV,7,5
2016,Mercedes-Benz,S400,3.0 L  AMG Sedan,5,4
2016,Mercedes-Benz,S500,3.0 L  E Sedan,5,4
2016,Mercedes-Benz,S500,4.7 L  LWB TOP Sedan,5,4
2016,Mercedes-Benz,S500,4.7 L  STD Coupe,4,2
2016,Mercedes-Benz,S600,6.0 L  LWB Sedan,5,4
2016,Mercedes-Benz,S600,6.0 L  MAYBACH Sedan,4,4
2016,Mercedes-Benz,S63 AMG,5.5 L  130 EDITION Convertible,4,2
2016,Mercedes-Benz,S63 AMG,5.5 L  STD Coupe,4,2
2016,Mercedes-Benz,S63 AMG,5.5 L  STD Sedan,5,4
2016,Mercedes-Benz,SL400,3.0 L  STD Coupe/Cabriolet,2,2
2016,Mercedes-Benz,SL500,4.7 L  STD Coupe/Cabriolet,2,2
2016,Mercedes-Benz,SLK200,1.8 L  KOMPRESSOR Coupe/Cabriolet,2,2
2016,Mercedes-Benz,VIANO,3.5 L  AVANTGARDE Mini Bus LWB,8,5
2016,MG,3,1.5 L  STD Hatchback,5,5
2016,MG,350,1.5 L  LUXURY Sedan,5,4
2016,MG,350,1.5 L  STD Sedan,5,4
2016,MG,5,1.5 L  STD Hatchback,5,4
2016,MG,6,1.8 L TIPTRONIC GRAND DELUXE Sedan,5,4
2016,MG,GS,2.0 L Dual Clutch LUX SUV,5,5
2016,MG,GS,2.0 L Dual Clutch STD SUV,5,5
2016,MINI,COOPER,1.5 L  STD Hatchback,4,3
2016,MINI,COOPER,1.5 L  STD Hatchback,5,5
2016,MINI,COOPER,1.6 L  CABRIO Convertible,4,2
2016,MINI,COOPER CLUBMAN,1.5 L  STD Estate,4,4
2016,MINI,COOPER COUNTRYMAN,1.6 L  STD Hatchback,5,5
2016,MINI,COOPER S,2.0 L  CABRIO Convertible,4,2
2016,MINI,COOPER S,2.0 L  HIGH SPEC Hatchback,5,5
2016,MINI,COOPER S,2.0 L  STD Hatchback,4,3
2016,MINI,COOPER S CLUBMAN,2.0 L  STD Estate,4,5
2016,MINI,COOPER S COUNTRYMAN,1.6 L  ALL4 Hatchback,5,5
2016,MINI,JOHN COOPER WORKS,1.6 L MANUAL STD Hatchback,4,5
2016,MINI,JOHN COOPER WORKS,2.0 L  STD Hatchback,4,3
2016,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE HIGHLINE SUV,5,5
2016,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE LOWLINE SUV,5,5
2016,Mitsubishi,ASX,2.0 L CVT + MANUAL MODE MIDLINE SUV,5,5
2016,Mitsubishi,ATTRAGE,1.2 L CVT GLX A/W Sedan,5,4
2016,Mitsubishi,ATTRAGE,1.2 L CVT GLX Sedan,5,4
2016,Mitsubishi,ATTRAGE,1.2 L CVT GLX TOP Sedan,5,4
2016,Mitsubishi,LANCER EX,1.6 L  GLX HIGHLINE Sedan,5,4
2016,Mitsubishi,LANCER EX,1.6 L  GLX LOWLINE Sedan,5,4
2016,Mitsubishi,LANCER EX,1.6 L  GLX Sedan,5,4
2016,Mitsubishi,LANCER EX,2.0 L CVT + MANUAL MODE GLS Sedan,5,4
2016,Mitsubishi,LANCER EX,2.0 L CVT + MANUAL MODE GLX Sedan,5,4
2016,Mitsubishi,LANCER EX,2.0 L CVT + MANUAL MODE GT Sedan,5,4
2016,Mitsubishi,MIRAGE,1.2 L CVT GLX TOP Hatchback,5,5
2016,Mitsubishi,MONTERO SPORT,3.0 L  GLS HIGHLINE SUV,7,5
2016,Mitsubishi,MONTERO SPORT,3.0 L  GLS PREMIUM SUV,7,5
2016,Mitsubishi,MONTERO SPORT,3.0 L  GLS SUPER HL SUV,7,5
2016,Mitsubishi,MONTERO SPORT,3.0 L  GLX MIDLINE SUV,7,5
2016,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX HIGHLINE FABRIC SUV,7,5
2016,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX HIGHLINE LEATHER SUV,7,5
2016,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX SUV,5,5
2016,Mitsubishi,OUTLANDER,2.4 L CVT + MANUAL MODE GLX SUV,7,5
2016,Mitsubishi,OUTLANDER,3.0 L  GLS FABRIC HL SUV,7,5
2016,Mitsubishi,OUTLANDER,3.0 L  GLS FABRIC SUV,7,5
2016,Mitsubishi,OUTLANDER,3.0 L  GLS LTH HL TOP SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  DIAMOND SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  GLS HIGHLINE SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  GLS HL LTH SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  GLS LOWLINE SUV,5,3
2016,Mitsubishi,PAJERO,3.5 L  GLS LOWLINE SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  GLS MIDLINE SUV,5,3
2016,Mitsubishi,PAJERO,3.5 L  GLS MIDLINE SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  GOLD SUV,7,5
2016,Mitsubishi,PAJERO,3.5 L  PLATINUM SUV,7,5
2016,Mitsubishi,PAJERO,3.8 L  GLS HIGHLINE SUV,5,3
2016,Mitsubishi,PAJERO,3.8 L  GLS HIGHLINE TOP SUV,7,5
2016,Mitsubishi,PAJERO,3.8 L  GLS MIDLINE SUV,7,5
2016,Mitsubishi,PAJERO,3.8 L  PLATINUM SUV,7,5
2016,Mitsubishi,PAJERO,3.8 L  ROCKFORD ELITE SUV,7,5
2016,Mitsubishi,PAJERO,3.8 L  ROCKFORD SUV,7,5
2016,Nissan,370Z,3.7 L  NAVIGATION Coupe,2,2
2016,Nissan,370Z,3.7 L  Roadster Convertible,2,2
2016,Nissan,370Z,3.7 L  STD Coupe,2,2
2016,Nissan,370Z,3.7 L MANUAL NAVIGATION Coupe,2,2
2016,Nissan,370Z,3.7 L MANUAL STD Coupe,2,2
2016,Nissan,ALTIMA,2.5 L CVT S Sedan,5,4
2016,Nissan,ALTIMA,2.5 L CVT SL Sedan,5,4
2016,Nissan,ALTIMA,2.5 L CVT SV Sedan,5,4
2016,Nissan,ALTIMA,3.5 L CVT + MANUAL MODE SL Sedan,5,4
2016,Nissan,ARMADA,5.6 L  LE SUV,8,5
2016,Nissan,ARMADA,5.6 L  SE SUV,8,5
2016,Nissan,GT-R,3.8 L DSG BLACK EDITION Coupe,4,2
2016,Nissan,GT-R,3.8 L DSG PREMIUM Coupe,4,2
2016,Nissan,JUKE,1.6 L CVT + MANUAL MODE S Hatchback,5,5
2016,Nissan,JUKE,1.6 L CVT + MANUAL MODE SL LTH Hatchback,5,5
2016,Nissan,JUKE,1.6 L CVT + MANUAL MODE SL TURBO Hatchback,5,5
2016,Nissan,JUKE,1.6 L CVT + MANUAL MODE SL W/SR Hatchback,5,5
2016,Nissan,MAXIMA,3.5 L CVT S Sedan,5,4
2016,Nissan,MAXIMA,3.5 L CVT SR Sedan,5,4
2016,Nissan,MAXIMA,3.5 L CVT SV Sedan,5,4
2016,Nissan,MICRA,1.5 L CVT S Hatchback,5,5
2016,Nissan,MICRA,1.5 L CVT SL Hatchback,5,5
2016,Nissan,MICRA,1.5 L CVT SL PREMIUM Hatchback,5,5
2016,Nissan,MICRA,1.5 L CVT SV Hatchback,5,5
2016,Nissan,MURANO,3.5 L CVT + MANUAL MODE LE SUV,5,5
2016,Nissan,MURANO,3.5 L CVT + MANUAL MODE SL SUV,5,5
2016,Nissan,PATHFINDER,2.5 L CVT SV SUV,7,5
2016,Nissan,PATHFINDER,3.5 L CVT S SUV,7,5
2016,Nissan,PATHFINDER,3.5 L CVT SL SUV,7,5
2016,Nissan,PATHFINDER,3.5 L CVT SV SUV,7,5
2016,Nissan,PATROL,4.8 L  HT SAFARI SUV,5,3
2016,Nissan,PATROL,4.8 L  SUPER SAFARI T1 SUV,7,5
2016,Nissan,PATROL,4.8 L MANUAL HT GL SUV,5,3
2016,Nissan,PATROL,4.8 L MANUAL HT SAFARI SUV,5,3
2016,Nissan,PATROL,4.8 L MANUAL SUPER SAFARI T1 SUV,7,5
2016,Nissan,PATROL,5.6 L  LE PLATINUM CITY SUV,8,5
2016,Nissan,PATROL,5.6 L  LE PLATINUM SUV,8,5
2016,Nissan,PATROL,5.6 L  LE T1 SUV,8,5
2016,Nissan,PATROL,5.6 L  NISMO SUV,8,5
2016,Nissan,PATROL,5.6 L  SE PLATINUM CITY SUV,8,5
2016,Nissan,PATROL,5.6 L  SE T2 LEATHER SUV,8,5
2016,Nissan,PATROL,5.6 L  SE T2 SUV,8,5
2016,Nissan,PATROL,5.6 L  XE T1 SUV,8,5
2016,Nissan,SENTRA,1.6 L CVT S Sedan,5,4
2016,Nissan,SENTRA,1.6 L CVT SL Sedan,5,4
2016,Nissan,SENTRA,1.6 L CVT SV Sedan,5,4
2016,Nissan,SENTRA,1.8 L CVT S Sedan,5,4
2016,Nissan,SENTRA,1.8 L CVT SL PREMIUM Sedan,5,4
2016,Nissan,SENTRA,1.8 L CVT SL Sedan,5,4
2016,Nissan,SUNNY,1.5 L  S Sedan,5,4
2016,Nissan,SUNNY,1.5 L  SL Sedan,5,4
2016,Nissan,SUNNY,1.5 L  SV COMFORT Sedan,5,4
2016,Nissan,SUNNY,1.5 L  SV Sedan,5,4
2016,Nissan,SUNNY,1.5 L MANUAL S Sedan,5,4
2016,Nissan,TIIDA,1.6 L CVT S Hatchback,5,5
2016,Nissan,TIIDA,1.6 L CVT SV Hatchback,5,5
2016,Nissan,TIIDA,1.8 L CVT SL PLUS Hatchback,5,5
2016,Nissan,TIIDA,1.8 L CVT SV Hatchback,5,5
2016,Nissan,X TERRA,4.0 L  S Off Road SUV,5,5
2016,Nissan,X TERRA,4.0 L  S SUV,5,5
2016,Nissan,X TERRA,4.0 L  X SUV,5,5
2016,Nissan,X TRAIL,2.5 L CVT S SUV,5,5
2016,Nissan,X TRAIL,2.5 L CVT S SUV,7,5
2016,Nissan,X TRAIL,2.5 L CVT SL SUV,7,5
2016,Nissan,X TRAIL,2.5 L CVT SV SUV,7,5
2016,Opel,CASCADA,1.6 L  STD Convertible,4,2
2016,Opel,INSIGNIA,1.6 L ACTIVE SELECT COSMO OPC LINE Sedan,5,4
2016,Opel,MOKKA,1.4 L  COSMO LEATHER SUV,5,5
2016,Opel,MOKKA,1.4 L  COSMO SUV,5,5
2016,Opel,MOKKA,1.4 L  ENJOY SUV,5,5
2016,Opel,ZAFIRA,1.4 L  COSMO Hatchback,5,5
2016,Peugeot,208,1.6 L TIPTRONIC ACCESS Hatchback,5,5
2016,Peugeot,208,1.6 L TIPTRONIC ACTIVE PLUS Hatchback,5,5
2016,Peugeot,208,1.6 L TIPTRONIC GT LINE Hatchback,5,5
2016,Peugeot,3008,1.6 L TIPTRONIC PREMIUM SUV,5,5
2016,Peugeot,301,1.6 L TIPTRONIC ACCESS Sedan,5,4
2016,Peugeot,301,1.6 L TIPTRONIC ALLURE Sedan,5,4
2016,Peugeot,308,1.6 L TIPTRONIC ACTIVE Hatchback,5,5
2016,Peugeot,308,1.6 L TIPTRONIC GT LINE Hatchback,5,5
2016,Peugeot,5008,1.6 L TIPTRONIC PREMIUM W/VIDEO PACK MPV,7,5
2016,Peugeot,508,1.6 L TIPTRONIC ALLURE Sedan,5,4
2016,Porsche,911,3.4 L MANUAL CARRERA 4 BLACK EDITION Convertible,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA 4 BLACK EDITION Coupe,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA 4 Convertible,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA 4 Coupe,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA BLACK EDITION Convertible,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA BLACK EDITION Coupe,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA Convertible,4,2
2016,Porsche,911,3.4 L MANUAL CARRERA Coupe,4,2
2016,Porsche,911,3.4 L MANUAL TARGA 4 Targa,4,2
2016,Porsche,911,3.4 L PDK CARRERA 4 BLACK EDITION Convertible,4,2
2016,Porsche,911,3.4 L PDK CARRERA 4 BLACK EDITION Coupe,4,2
2016,Porsche,911,3.4 L PDK CARRERA 4 Convertible,4,2
2016,Porsche,911,3.4 L PDK CARRERA 4 Coupe,4,2
2016,Porsche,911,3.4 L PDK CARRERA BLACK EDITION Convertible,4,2
2016,Porsche,911,3.4 L PDK CARRERA BLACK EDITION Coupe,4,2
2016,Porsche,911,3.4 L PDK CARRERA Convertible,4,2
2016,Porsche,911,3.4 L PDK CARRERA Coupe,4,2
2016,Porsche,911,3.4 L PDK TARGA 4 Targa,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA 4GTS Convertible,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA 4GTS Coupe,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA 4S Convertible,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA 4S Coupe,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA GTS Convertible,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA GTS Coupe,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA S Convertible,4,2
2016,Porsche,911,3.8 L MANUAL CARRERA S Coupe,4,2
2016,Porsche,911,3.8 L MANUAL TARGA 4GTS Convertible,4,2
2016,Porsche,911,3.8 L MANUAL TARGA 4S Targa,4,2
2016,Porsche,911,3.8 L PDK CARRERA 4GTS Convertible,4,2
2016,Porsche,911,3.8 L PDK CARRERA 4GTS Coupe,4,2
2016,Porsche,911,3.8 L PDK CARRERA 4S Convertible,4,2
2016,Porsche,911,3.8 L PDK CARRERA 4S Coupe,4,2
2016,Porsche,911,3.8 L PDK CARRERA GTS Convertible,4,2
2016,Porsche,911,3.8 L PDK CARRERA GTS Coupe,4,2
2016,Porsche,911,3.8 L PDK CARRERA S Convertible,4,2
2016,Porsche,911,3.8 L PDK CARRERA S Coupe,4,2
2016,Porsche,911,3.8 L PDK GT3 Coupe,2,2
2016,Porsche,911,3.8 L PDK TARGA 4GTS Convertible,4,2
2016,Porsche,911,3.8 L PDK TARGA 4S Targa,4,2
2016,Porsche,911,3.8 L PDK TURBO Convertible,4,2
2016,Porsche,911,3.8 L PDK TURBO Coupe,4,2
2016,Porsche,911,3.8 L PDK TURBO S Convertible,4,2
2016,Porsche,911,3.8 L PDK TURBO S Coupe,4,2
2016,Porsche,911,4.0 L MANUAL GT3RS Coupe,4,2
2016,Porsche,BOXSTER,2.7 L MANUAL BLACK EDITION Convertible,2,2
2016,Porsche,BOXSTER,2.7 L MANUAL STD Convertible,2,2
2016,Porsche,BOXSTER,2.7 L PDK BLACK EDITION Convertible,2,2
2016,Porsche,BOXSTER,2.7 L PDK STD Convertible,2,2
2016,Porsche,BOXSTER,3.4 L MANUAL GTS Convertible,2,2
2016,Porsche,BOXSTER,3.4 L MANUAL S Convertible,2,2
2016,Porsche,BOXSTER,3.4 L PDK GTS Convertible,2,2
2016,Porsche,BOXSTER,3.4 L PDK S Convertible,2,2
2016,Porsche,BOXSTER,3.8 L MANUAL SPYDER Convertible,2,2
2016,Porsche,CAYENNE,3.0 L TIPTRONIC DIESEL SUV,5,5
2016,Porsche,CAYENNE,3.0 L TIPTRONIC S DIESEL SUV,5,5
2016,Porsche,CAYENNE,3.0 L TIPTRONIC S HYBRID SUV,5,5
2016,Porsche,CAYENNE,3.6 L TIPTRONIC GTS SUV,5,5
2016,Porsche,CAYENNE,3.6 L TIPTRONIC S SUV,5,5
2016,Porsche,CAYENNE,3.6 L TIPTRONIC STD SUV,5,5
2016,Porsche,CAYENNE,4.8 L TIPTRONIC TURBO S SUV,5,5
2016,Porsche,CAYENNE,4.8 L TIPTRONIC TURBO SUV,5,5
2016,Porsche,CAYMAN,2.7 L MANUAL STD Coupe,2,2
2016,Porsche,CAYMAN,2.7 L PDK STD Coupe,2,2
2016,Porsche,CAYMAN,3.4 L MANUAL GTS Coupe,2,2
2016,Porsche,CAYMAN,3.4 L MANUAL S Coupe,2,2
2016,Porsche,CAYMAN,3.4 L PDK GTS Coupe,2,2
2016,Porsche,CAYMAN,3.4 L PDK S Coupe,2,2
2016,Porsche,CAYMAN,3.8 L MANUAL GT4 Coupe,2,2
2016,Porsche,MACAN,3.0 L PDK GTS SUV,5,5
2016,Porsche,MACAN,3.0 L PDK S DIESEL SUV,5,5
2016,Porsche,MACAN,3.0 L PDK S SUV,5,5
2016,Porsche,MACAN,3.6 L PDK TURBO SUV,5,5
2016,Porsche,PANAMERA,3.0 L PDK S HYBRID Sedan,5,4
2016,Porsche,PANAMERA,3.6 L PDK 4 EDITION Sedan,5,4
2016,Porsche,PANAMERA,3.6 L PDK 4 Sedan,5,4
2016,Porsche,PANAMERA,3.6 L PDK EDITION Sedan,5,4
2016,Porsche,PANAMERA,3.6 L PDK STD Sedan,5,4
2016,Porsche,PANAMERA,4.8 L PDK 4S EXECUTIVE Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK 4S Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK GTS Sedan,5,4
2016,Porsche,PANAMERA,4.8 L PDK S Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK TURBO EXECUTIVE Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK TURBO S EXECUTIVE Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK TURBO S Sedan,4,4
2016,Porsche,PANAMERA,4.8 L PDK TURBO Sedan,4,4
2016,RAM,1500,5.7 L  LARAMIE Pick Up Double Cab,5,4
2016,RAM,1500,5.7 L  SLT CREW Pick Up Double Cab,5,4
2016,RAM,1500,5.7 L  SLT HIGHLINE Pick Up,3,2
2016,RAM,1500,5.7 L  SLT Pick Up,3,2
2016,RAM,1500,5.7 L  ST Pick Up,3,2
2016,RAM,1500,5.7 L  ST QUAD Pick Up Double Cab,5,4
2016,RAM,1500,5.7 L  ST RAID Pick Up,3,2
2016,Renault,CAPTUR,1.2 L Dual Clutch LE SUV,5,5
