Make Code,Model Code,Description
0336,470317,Truck Crane
0336,470318,Truck with Tipper
0336,470319,Water Tanker
0336,470320,Tractor Head
0336,470321,Sh1eeka Truck
0336,470322,Dutro
0336,470323,300
0336,470324,500
0851,474501,Scout
0480,480002,Bobtail
0372,480101,Tipper
0372,480102,Concrete Mixer
0372,480103,Concrete Pump
0372,480104,Lorry
0372,480105,M. Tractor
0372,480106,Skip Loader
0372,480107,Tanker
0372,480108,Transitmixer
0372,480109,Truck
0372,480110,Trailer.
0372,480111,Bus
0372,480113,Truck + Crane
0372,480201,Pickup
0372,480202,Refuse Coll
0372,480203,Lorry + Crane
0487,487003,Levante
0376,490101,Coupe
0376,490102,Convertible
0372,490120,Fire truck
0372,490121,Fuel Tanker
0372,490122,Jetting Unit
0372,490123,HeadTrailer
0372,490124,ML 150E
0372,490125,MP 720E
0372,490126,Van
0372,490127,Sweeper
0372,490128,Prime Mover
0372,490129,Daily Panel Van
0376,490201,Saloon
0376,490301,S-Type
0376,490401,XJ8
0376,490501,X-Type
0376,490502,XF
0376,490503,Daimler
0376,490504,SJ6
0376,490505,SJX
0376,490506,Sovere 16N
0376,490507,X56
0376,490508,XJ6
0376,490509,XJS
0376,490510,XK
0376,490511,XKR
0376,490512,JAGUAR XJ
0376,490513,F Type Convertible
0376,490514,F Type
0376,490515,XFR
0376,490516,XE
0376,490517,Sovereign
0376,490518,S-Type R
0376,490519,XJ
0376,490520,XJR
0376,490521,XK8
0376,490522,F Pace
0376,490523,XJL
0376,490524,E-Pace
0498,498001,Bobtail
0498,498002,Water Tanker
0498,498003,CLA 45
0498,498004,CLA 250
0498,498005,Forklift
0498,498006,C63S
0498,498007,GLC 500
0498,498008,GLE 400
0498,498009,S 450
0498,498010,E43 4M AMG
0498,498011,GLE 63 AMG
0498,498012,S560
0498,498013,SL 400
0498,498014,SLC 43 AMG
0498,498015,V 250
0498,498016,SLC
0498,498017,C450 AMG
0498,498018,Mayback S560
0498,498019,GLS
0498,498020,GLC 43
0891,499128,Truck with Crane
0378,500101,532 120
0378,500102,Backhoe Loader 3CX
0378,500103,Caterpillar
0378,500104,Equipment
0378,500105,Excavator
0378,500106,Forklift & Crane
0378,500107,Forklift.
0378,500108,Loader 4CX
0378,500109,Shovel
0378,500110,Shovel Excavator
0378,500111,Sitemaster
0378,500112,Telescopic Handler
0378,500113,Hydralic Hamar
0150,500114,Compactor
0150,500115,Compactor
0150,500116,Telescopic Lift
0378,500117,Bulldozer
0379,500118,Wheel Loader
0379,500119,Tele Handler
0379,500120,Skid Steer Loader
0150,500121,CAT Motor Grader
0378,500122,930-4R/Terrain
0150,500123,966F
0858,500124,540
0378,500125,Loader
0378,500126,135HD
0378,500127,540-170
0728,500506,Hatchback
0840,500507,Verita
0728,500508,APV
0728,500509,Carry
0728,500510,Celerio
0859,500511,Carts
0504,504001,Cooper S Cabrio
0504,504002,Cooper Countryman JCW
0504,504003,All4 Racing
0380,510101,Cherokee
0498,510129,HatchBack
0498,510130,G63 AMG
0498,510131,SLS AMG
0498,510132,GTS
0498,510133,GTS 63 AMG
0380,510201,Grand Chrokee
0380,510301,Pickup
0380,510401,Toledo
0380,510501,Wrangler 2DR
0769,510502,Jeep
0380,510503,Station
0380,510504,Comanche Station
0380,510505,Patriot Station
0380,510506,Liberty
0380,510507,Patriot
0380,510508,Suzuki
0380,510509,Ranger
0380,510510,Cherokee SRT
0380,510511,Compass
0380,510512,Commander
0380,510513,Grand Chrokee SRT8
0380,510514,Wrangler 4DR
0416,520101,Forklift
0416,520102,Wheel Loader
0416,520103,Bettery Opr.F.L.Truck
0416,520104,Bulldozer
0416,520105,Cr.Tr.With Tilt Dozer
0416,520106,Crawler Tractor
0416,520107,Digging/Loading Shovel
0416,520108,Dozer Shovel
0416,520109,External Forklift
0416,520110,F.Lift With Crane
0416,520111,Fork Lift
0416,520112,Fork Lift Truck
0416,520113,Internal Fork Lift
0416,520114,Loading\Digging Shovel
0416,520115,Motor Grader
0416,520116,Pay Loader
0416,520117,Roller
0416,520118,Self Propelled Crane.
0416,520119,Shoval
0416,520120,Shovel Loader
0416,520121,Excevator
0416,520122,Slag Dumper
0416,520123,Excavator
0416,520124,Wheel Dozer
0416,520125,Pipe Layer
0416,520126,Excavator
0416,520127,Grader
0416,520128,Crane
0528,528001,Sentra
0528,528002,Micra
0528,528003,Virsa
0528,528004,Diesel Pick Up
0528,528005,Titan
0528,528006,Sunny EX6
0528,528007,Versa
0528,528008,Zhengzhou
0528,528009,Juke
0528,528010,Garbage Truck
0528,528011,Patrol V6
0528,528012,Kicks
0528,528013,210 PK
0528,528014,Super Safari
0528,528015,Rougue
0240,530001,Saloon
0424,530101,Niva 4x4
0424,530102,Niva Jeep
0424,530201,Niva Crewcab
0424,530202,Niva Pickup
0424,530203,Pick Up
0424,530301,Samara Hatchback
0424,530302,Samara Saloon
0424,530303,Station
0424,530304,Jeep
0424,530305,Niva
0538,538002,MOKKA X 1.4 L
0538,538003,Insignia
0538,538004,Cascada
0434,540101,Defender
0434,540102,Range Rover
0434,540201,Discovery
0434,540202,Station.
0434,540203,Van
0434,540301,Freelander
0434,540401,Pick-Up
0434,540501,Breakdown
0434,540502,Jeep
0434,540504,LR2
0434,540505,LR3
0434,540506,Range Rover HSE
0434,540507,Range Rover HST
0434,540508,Range Rover Sport
0434,540509,Range Rover Vogue
0434,540510,Velar
0474,550101,Lorry
0474,550102,Truck
0474,550103,Mixer
0474,550104,Tractor
0474,550105,Tractor Refuse Trailer
0474,550106,Tractor\Talbert Tra. 6991
0474,550107,Water Tanker
0474,550108,Prime Mover
0480,560106,Fuel Bowser
0480,560107,Truck
0480,560108,Bus
0480,560109,Cement Pump
0480,560110,Excevator
0480,560111,Head Trailer.
0480,560112,Lorry
0480,560113,Mixer
0480,560114,Tanker
0480,560115,Tipper
0480,560116,Tractor
0480,560117,Truck For Explosive
0480,560118,Water Tanker
0480,560119,Wrecker
0480,560120,drill Rig
0480,560121,itowoc Crawler Crane
0478,560122,Low Bed Trailer
0480,560123,Washing
0695,560124,Motorcycle
0780,560125,Bus
0388,560126,D/Cabin Pick Up
0411,560127,Cerato
0498,560128,Pressure Unit
0359,560129,QX56
0268,560130,Freestar
0482,560131,Crane
0268,560132,Mondeo St/Wagon
0388,560133,Jimmy
0411,560134,Asia
0411,560135,3500
0411,560136,Beasta
0411,560137,Combi
0411,560138,D/Cabin
0411,560139,Pickup K3500
0268,560144,Figo
0480,560200,Mobile Workshop
0480,560201,Tractor Head
0480,560202,Dump Truck
0480,560203,Chassis
0480,560204,Lift
0394,560205,Manlift Car
0601,570101,911 Carrera
0601,570102,Cayenne Station
0601,570201,911 Turbo
0601,570301,928 Gts Coupe.
0601,570401,928s4
0601,570501,944 Coupe.
0601,570601,928 Sport
0601,570602,Boxter
0601,570603,911GT2
0601,570604,911GT3
0601,570701,Gts 928
0601,570702,Turbo
0601,570705,Panamera S
0601,570706,Cayman S
0601,570707,Panamera V6
0601,570708,Panamera 4 V6
0601,570709,Panamera 4S
0601,570710,Panamera Turbo
0601,570711,Panamera Turbo S
0601,570712,Carrera
0601,570713,Cayenne Turbo
0601,570714,MaCan
0601,570715,Panamera GTS
0601,570716,918 Spyder
0601,570717,Panamera V8
0601,570718,Panamera
0601,570719,356C
0601,570720,911 GT3 RS
0601,570721,911 Carrera 4
0601,570722,911 Carrera 4 Cabriolet
0601,570723,911 Carrera 4S
0601,570724,911 Carrera 4S Cabriolet
0601,570725,911 Carrera Cabriolet
0601,570726,911 Carrera S
0601,570727,911 Carrera S Cabriolet
0601,570728,911 Sport Classic
0601,570729,911 Targa 4
0601,570730,911 Targa 4S
0601,570731,911 Turbo Cabriolet
0601,570732,Cayenne GTS
0601,570733,Cayenne S
0601,570734,Cayenne S Transsyberia
0601,570735,Cayenne Turbo S
0601,570736,Cayman
0601,570737,Cayman GT4
0618,580101,Van
0618,580201,V8
0618,580202,Station.
0618,580301,Break Down
0618,580302,Jeep
0618,580303,HSE
0618,580304,Vogue
0618,580305,Evoque
0618,580306,Autobiography
0618,580307,Velar P250
0618,580401,Pick-Up
0622,580501,Reach Stacker
0644,590101,Coupe
0644,590102,Saloon.
0644,590103,Pently
0644,590104,Phantom
0644,590105,Ghost
0644,590106,Phantom Drophead
0644,590107,Wraith
0644,590108,Drophead Coupe
0644,590109,Phantom EWB
0644,590110,Silver Seraph
0644,590111,Dawn
0644,590112,Cullinan
0259,590602,Saloon
0259,590603,132
0259,590604,Iveco
0259,590605,Lancia
0259,590606,Tempra
0259,590607,Tipo
0259,590608,Truck
0908,590609,ForkLift
0259,590610,500 Lounge
0259,590611,500L
0702,600100,Octavia H/B
0669,600101,Truck With Crane.
0669,600102,Trailer
0669,600103,6 Wheel
0669,600104,Refuse Collector
0669,600105,Skip Loader
0669,600106,Tanker
0669,600107,Tractor Unit.
0669,600108,Transit Mixer
0669,600109,Truck
0669,600110,Truck / Concrete Pump
0669,600111,Truck W/Crane
0669,600112,Water Bowser
0669,600113,Head Trailer
0672,600114,Saloon
0702,600115,Fabia Saloon
0702,600116,Octavia
0702,600117,Superb
0702,600118,Fabia H/B
0669,600119,Sewerage Unit
0669,600120,Tractor Head
0669,600121,Bus
0669,600122,Tractor
0678,610114,Cordoba Saloon
0699,610115,Mixer
0678,610201,Ibiza Hatch Back
0678,610202,Ibiza
0678,610301,Inca Van
0678,610401,Toledo Saloon
0678,610402,H/B
0678,610403,Leon Saloon
0678,610404,Saloon
0678,610405,Alhambra
0678,610406,Altea
0678,610407,Altea XL
0678,610408,Cordoba
0678,610409,Leon Cupra
0678,610410,Leon FR
0678,610411,Leon Sport UP
0678,610412,Leon Stylance
0678,610413,Toledo
0016,620101,Saloon
0016,620102,Hatchback
0016,620103,147
0016,620104,156
0016,620105,159
0016,620106,166
0016,620107,Brera
0016,620108,GT
0016,620109,Mito
0016,620110,Spider
0016,620111,Guilietta 
0016,620201,Coupe
0630,630002,Talisman
0630,630003,D16
0630,630006,C380
0630,630007,Premium Lander
0630,630008,Midlum
0630,630009,Zoe
0035,630101,Combi Bus
0035,630102,Motors Bus.
0035,630103,Motors Box
0035,630201,Diesel Van.
0035,630202,Motors Van
0035,630203,Topic Van.
0035,630301,Pick Up
0035,630401,Towner Coach
0038,630411,Transit Mixer Truck
0038,630412,Cement Mixer
0038,630413,"Tipper Truck 
"
0044,640101,100 Saloon
0044,640102,1.6
0044,640103,2.0E
0044,640104,31.8
0044,640105,AR1.8
0044,640201,200 Saloon
0044,640301,80 Saloon
0044,640401,A3 Saloon
0044,640402,A3 Hatchback
0044,640501,A4 Saloon
0044,640601,A6 Saloon
0044,640801,A8 Saloon
0044,640901,Coupe
0044,640902,A4 Coupe
0044,640903,TT
0044,641001,S4 Saloon
0044,641101,S8 Saloon
0044,641201,Station
0044,641202,Q7 Station
0044,641301,Saloon
0044,641302,R8 Coupe
0044,641303,A5
0044,641304,S5
0044,641305,A7
0044,641306,S6
0044,641307,Q3
0044,641308,S7
0044,641309,RS6
0044,641310,S3
0044,641311,A1
0044,641312,A3 Sportback
0044,641313,RS4
0044,641314,TT Roadster
0044,641315,RS3
0130,650101,Century Saloon
0130,650201,Electra Saloon
0130,650301,Lesabre Saloon
0130,650401,Park Avenue Saloon
0130,650501,Regal Saloon
0130,650601,Regal Coupe.
0130,650701,Roadmaster Saloon
0130,650801,Station
0130,650802,Saloon
0148,660101,Backhoe Loader.
0148,660102,Excavator
0148,660103,Shovel
0148,660104,Shovel Excavator
0148,660105,Towing Tractor
0148,660106,Traction King Tow.Tractor
0148,660107,Tractor
0148,660108,Tractor Loader
0148,660109,Tractor/Vaccuam C/Machine
0148,660110,Uni Loader
0148,660111,Skid Steer Sweeper
0148,660112,Loader
0148,660113,Wheel Loader
0148,660114,Forklift
0669,669001,Bobtail
0669,669002,Truck wells excavator
0669,669003,114L Truck
0279,670111,Forklift
0279,670112,6 Wheel
0279,670113,Tanker
0279,670114,Tipper
0279,670115,Truck
0792,680001,Bus
0702,690001,HatchBack
0702,690002,Roomster
0702,690003,Rapid
0365,700001,Internatinal Head&Trailer
0365,700002,4/W/D/Tractor
0365,700003,Back Hoe
0365,700004,Blue Bird Bus.
0365,700005,Boom
0365,700006,Box
0365,700007,Bus
0365,700008,Drilling Rig
0365,700009,Excavator
0365,700010,Head Trailer
0365,700011,Jeep.
0365,700012,Lorry
0365,700013,T.21 Seater Bus
0365,700014,T/M Drilling Rig
0365,700015,Tanker.
0365,700016,Tipper
0365,700017,Tomas Bus.
0365,700018,Trailer Puller.
0365,700019,Truck
0365,700020,Truck M/D Rig
0365,700021,Vaccum
0365,700022,Internationl B 46 Seater Bus
0365,700023,Crane
0721,700026,Coupe
0406,710000,Motor Cycle
0406,710001,Roller.
0406,710002,Rubber Roller
0406,710003,Shovel
0406,710004,Super Shovel
0409,720000,Half Lorry
0409,720001,Head Trailer
0409,720002,Head Triler
0409,720003,Insulator W\Machine
0409,720004,L.L.I.Washing Vehicle
0409,720005,Lorry
0409,720006,Tipper
0409,720007,Tractor
0409,720008,Trailer
0409,720009,Truck
0409,720010,Wrecker
0409,720011,Super
0459,730000,Saloon
0459,730001,Sport
0427,730002,Saloon
0459,730003,Elise
0459,730004,Evore
0459,730005,Exise
0490,740000,M/F Agr.4x4 Tractor/Chisel Pl.
0490,740001,M/F Agricultural Tra/Plough
0490,740002,M/F Tractor Furrow Plough
0490,740003,M/F Tractor W.Tipping Trailer
0490,740004,M/F Tractor/Ransomes Plough
0490,740005,Agriculture Tractor
0490,740006,Combined Harvester
0490,740007,Tractor With Loader
0475,750000,Sweeper
0476,750011,Saloon
0487,760000,Coupe
0487,760001,Shamal Coupe
0488,760002,Tractor
0487,760003,Saloon
0490,760004,Tractor
0490,760005,Massey F.B/B/Cleaner W/Tractor
0490,760006,Massey F.Combined Harvester
0490,760007,Massey F.T.\Ransomes Plough
0490,760008,Massey F.T.Furrow Plough
0490,760009,Massey F.Tractor With Loader
0490,760010,Massey Ferguson
0490,760011,Excavator
0490,760012,Towing Tractor
0490,760013,Tractor
0490,760014,Tractor/Brush
0490,760015,Tractor/Plough
0490,760016,Tractor
0490,760017,Massey Head Trailer
0490,760018,Massifurguson Excavator
0487,761003,Quat Troporte
0487,761004,Maserati
0487,761005,Granturismo
0487,761006,Ferguson
0487,761007,Gran Cabrio
0487,761008,Ghibli
0487,761009,MC Stradale
0487,761010,Quat Troporte GTS
0487,761011,Quat Troporte S
0487,761012,Spyder
0487,761013,57S
0487,761014,62 Landaulet
0487,761015,Quattro Porte
0511,770000,Crane
0511,770001,Generator With Trailer
0511,770002,Generator.
0511,770003,Housing Unit
0511,770004,Mixer Dumper
0511,770005,Mixer Fiori
0268,770006,Caravan
0268,770007,Vista
0537,780000,Coupe
0537,780001,Royal 88
0537,780002,Toronado
0537,780003,Station
0537,780004,s Cutlass Sedan
0537,780005,s Regency Sedan
0546,790000,Fiat Operated Fork Lift
0547,790001,Agricultural Tractor
0548,790002,S\Propelled Boom Lift
0549,790003,Agricultural Tractor
0550,790004,Lansing Towing Tractor
0551,790005,Tilt -A-Lift
0551,790006,Tilt-A-Lift
0552,790007,Vaccum Sweeper
0079,790008,P.1226 Bedford Hydro Dumper
0553,790009,Lensing Fork Lift Truck
0554,790010,M.F.Tractor With Fork
0555,790011,M.F.Mf135 Tractor
0556,790012,Tractor With Winch
0557,790013,H.Challenger Fork Lift
0746,790014,P.1282 Tcm 840 Wheel Loader
0746,790015,P.1282 Tcm Wheel Loader
0382,790016,P.1303 Ji Case Shovel
0382,790017,P.1304 Ji Case Shovel
0558,790018,Reliance Mercury Air Tug
0559,790019,Reliance Mercury Air Tug
0416,790020,P.476 Komatsu Motor Grader
0640,790021,P.615 Rob Roy Crusader Dumper
0640,790022,P.713 Rob Roy Crusader Dumper
0640,790023,P.715 Rob Roy Crusader Dumper
0560,790024,4-Wheel Drive Tractor
0561,790025,American Scrumobile
0562,790026,F.Lift Truck With Crane
0563,790027,Ind:Towing Tractor
0564,790028,Ind: Towing Tractor
0506,790029,P.865 Mistubishi Fork Lift
0565,790030,M.F.T.Scraper&L\Leveler
0566,790031,Road Master Sweeper
0640,790032,P.952 Rob Roy Crusader Dumper
0567,790033,Favorit 4x4 Tractor
0568,790034,Plot Bombine Harvester
0569,790035,Yala Foprk Lift Truck
0506,790036,P.996 Mitsubishi F\Lift Truck
0570,790037,Jeep
0571,790038,Hercu. F/Lift Truck
0592,800000,Hatchback
0592,800001,Acclaim Saloon
0592,800002,Coupe
0592,800003,Saloon
0592,800004,Sport
0592,800005,Station
0592,800006,Voyager
0592,800007,Grand
0600,810000,Hatchback
0600,810001,Pickup
0600,810002,Saloon
0600,810003,Station
0812,812001,Amarok
0680,820000,Atkinson Tra\Metalair
0680,820001,Atkinson Truck
0680,820002,Bulk Cement Tanker
0680,820003,Dellpenniene - 4
0680,820004,H/Platform Truck
0680,820005,Hydraulic P/Form Truck
0680,820006,Molex Cesspit Emptier
0680,820007,O/Side Broadcasting Van
0680,820008,Penni O/S B/C Van
0680,820009,Refrigerator
0680,820010,Skip Loader
0680,820011,Suction S/Emptier.
0680,820012,Tipper
0680,820013,Trailer
0680,820014,Truck With Lorry Loader
0680,820015,Truck/Lorry Loader
0680,820016,With H/Lorry Loader
0257,830000,550
0257,830001,Coupe
0257,830002,Modina 360
0257,830003,Saloon.
0257,830004,Sport.
0257,830005,575 Maranelio
0257,830006,360 Spider
0257,830007,612 Scaglietti
0257,830008,599 F1
0257,830009,599 Gtb
0257,830010,599 GTB Fioranno
0257,830011,355 GTS
0257,830012,California
0257,830013,F430
0257,830014,F12 BERLINETTA
0257,830015,458 Spider Convertible
0257,830016,430 Scuderia
0257,830017,F431 Spider
0257,830018,488 GTB
0257,830019,575m Maranello
0257,830020,328 GTS
0257,830021,F355
0257,830022,Laferrari
0257,830023,458 Spider
0257,830024,GTC4
0464,840001,Taxi London
0464,840002,LT 1300 Crance
0685,850001,5500 Crawler Crane
0857,857001,Ghibli
0687,860001,Bus
0861,861001,125 CC
0863,863901,Draw Bar
0866,866001,Mantara
0919,870002,80 Ton Trailer
0921,871002,SR1800SD
0921,871003,Sweeper
0922,872002,Jeep
0923,873001,MV1
0924,874002,Crane
0924,874003,Truck with Crane
0874,875001,Road header
0927,875002,Motor Cycle
0874,875003,Drill Rig
0926,876002,Cayman Caravan
0926,876003,Scooter
0718,878002,Electronic Forklift
0718,878003,Dumper
0928,879002,Sweeper
0496,880001,LN50
0283,880002,Grabage Truck
0881,881001,150
0929,881002,Forklift
0930,882002,Bus
0931,883002,Bus
0932,884002,Horse Trailer
0932,884003,Horse Truck
0933,885002,Crane 35 Ton
0934,886001,Potenza Maxima
0934,886002,Robojet Compacta
0934,886003,Robojet Compacta-Spraying Mobile Machine
0935,887001,Master 20SE Forklift
0935,887002,Master 20WHE
0936,888001,CPCD
0936,888002,CPCD50M2 Forklift
0936,888003,CPCD100W5G Forklift
0937,889001,FS120D-Sweeper
0920,890001,CARAVAN TRAILER
0938,891001,Karma Ecosport
0939,892001,120
0939,892002,Sweeper
0892,892101,Tanker
0793,892201,ForkLift
0940,893001,Spraying Mobile - Machine
0941,894001,Crane
0942,895001,Crane
0942,895002,Truck
0943,896001,Crane
0897,897000,X100D
0944,897001,ST S 991
0897,897002,S 60
0897,897003,S 90 D
0897,897004,S 75
0897,897005,X
0897,897007,S
0897,897008,S 70R
0897,897009,X 90D
0897,897010,S 75D
0492,898001,FD50T Forklift
0945,899001,Static Pump
0820,900000,Star Trucks.
0336,900001,Containers
0001,900002,Mixer
0002,900003,Abillama
0002,900004,Box Trailer
0004,900005,Calbarazer Refuse Collt.
0005,900006,Tractor\Plough
0006,900007,9200
0007,900008,Motor Cycle
0008,900009,Caravan
0009,900010,Freuhauf L/B Trailer
0014,900011,Tanker
0011,900012,Box Trailer
0011,900013,Low Bed Trailer
0012,900014,Flatbed
0013,900015,AR2000
0013,900016,Flatbed
0017,900017,Trailer 8000 Ig(S)
0018,900018,Transport Trailer
0020,900020,Freuhauf L/B Trailer
0020,900021,Hoist
0020,900022,Industrial Sweeper
0020,900023,Lincoln Ind.Sweeper
0020,900024,Lincoln Scrubmobile
0022,900025,Forklift
0023,900026,Motor Cycle
0024,900027,Ant Flatbed 3 Wheeler Pick-Up
0025,900028,V5
0028,900029,Pegaso Motorcycle
0030,900030,Personnel Carrier
0031,900031,Dumper
0031,900032,Excavator
0031,900033,Jeep
0031,900034,Saloon
0031,900035,Station
0032,900036,Arrow
0034,900037,Bus
0036,900038,Finisher
0039,900039,Van
0040,900040,25 Kva Generator
0041,900041,Cesspit Tank
0041,900042,Copco Air Compressor
0041,900043,Dehosing Tanker
0041,900044,Excavator
0041,900045,Tanker
0041,900046,Tanker With Mec Pump
0041,900047,Trailer
0042,900048,B/Opr:Fork Lift Truck
0042,900049,Forklift
0042,900050,Operated F.Lift Truck
0043,900051,Hatchback
0046,900052,Concrete Mixer
0046,900053,Dumper
0046,900054,Senior Dumper
0048,900055,Coupe
0048,900056,Jeep
0048,900058,Mayfair
0048,900059,Saloon
0051,900060,Prime Mover
0052,900061,Winch
0050,900062,Winch
0053,900063,Hatchback
0054,900064,Agr.Crawler Tract
0055,900065,Barford Dumper
0055,900066,B/F 3/W Road Roller
0055,900067,B/F Super Motor Grader
0055,900068,B/F/S.P.Vib:Roller
0055,900069,B/Ford Tandem Roller
0055,900070,Barford Dump Truck.
0055,900071,Barford Tanker
0055,900072,Barford Truck.
0055,900073,Bedford Shovel
0055,900074,Marshal A.C.Tractor
0055,900075,Motor Grader
0055,900076,Roller
0055,900077,Shovel
0055,900078,Bartord Roller
0056,900079,Tipper
0056,900080,Truck With Crane
0057,900081,Barford Roller
0059,900082,Loader Excavator
0060,900083,Excavater
0061,900084,Crane.
0062,900085,M/A Maintence
0110,900086,Allatta Paver Finisher
0110,900087,Paver Finisher
0110,900088,R/Master Sweeper
0064,900089,Motor Cycle
0066,900090,D/C Pickup
0068,900091,Crane
0069,900092,Pick/Up
0070,900093,Dumper
0072,900094,Rock
0073,900095,One 690
0074,900096,30 Ton Water Bowser.
0074,900097,Dump Truck
0074,900098,Dumper
0074,900099,Tipper
0074,900100,Water Tanker
0075,900101,Tanker
0076,900102,Batbata
0076,900103,Saloon
0065,900104,Forklift
0083,900105,Bentractor Shovel
0083,900106,Shovel
0067,900107,Beta Crane
0084,900108,Dumper
0084,900109,Viberating Edge Roller
0084,900110,Vibrating Roller
0085,900111,Crane
0086,900112,Brooklands Saloon
0087,900113,8 Saloon
0087,900114,Brooklands
0087,900115,Saloon
0087,900116,Turbo Saloon.
0088,900117,Crane
0088,900118,Extinghusher
0088,900119,Lorry
0088,900120,Mixer
0088,900121,Tanker
0088,900122,Tipper
0088,900123,Truck
0088,900124,Truck Mixer
0088,900125,Truck/Lorry Loader
0088,900126,Water Tanker
0088,900127,Renault Head
0090,900128,Head Trailer
0090,900129,Trailer
0090,900130,Wrecker
0091,900131,Trailer
0093,900132,Van
0094,900133,Shovel
0095,900134,Coupe
0096,900135,Pick-Up
0097,900136,Knox Paver Finisher
0097,900137,Paver Finisher
0098,900138,Finisher
0099,900139,Knox
0100,900140,Road Paver
0101,900141,Bus
0102,900142,51 Seater Bus
0103,900143,Water Tanker
0107,900144,Skid Loader
0108,900145,Mini Bus
0108,900146,Pick Up
0108,900147,Saloon
0108,900148,Station
0109,900149,Shovel
0109,900150,Skid Steer Loader
0109,900151,Skid Steer Loader
0111,900152,Bomag
0111,900153,Road Roller
0112,900154,Lift
0113,900155,Forklift Truck
0114,900156,Station Wagan
0118,900157,Tractor With Winch
0119,900158,Latil Tractor
0120,900159,Bus
0121,900160,Telecom Winch
0122,900161,Compressor
0123,900162,Compactor Roller
0124,900163,Concrete Mixer
0125,900164,Tank Trailer.
0125,900165,Trailer
0126,900166,Tractor
0127,900167,Eria Crane
0129,900168,4x4
0131,900169,Buldozer
0134,900170,Bycycle
0139,900171,Tractor.
0139,900172,Trailer.
0140,900173,Fueller
0140,900174,Refuller 4000 Ig
0775,900175,Sedan Saloon
0506,900176,Canter Pic-Up
0142,900177,Car Carrier
0143,900178,Station
0143,900179,Trailer.
0144,900180,Saloon
0146,900181,A/F Crash Tender
0146,900182,Nubian Major T.Veh
0146,900183,R.B.R.I.Vehicle
0146,900184,R-3
0146,900185,R-4
0146,900186,Rescue
0146,900187,Riv
0146,900188,S.Airfield C/Tender
0153,900189,Tanker
0154,900190,Saloon
0155,900191,CS35
0161,900198,B/Custom B10 P.Up
0166,900199,C5000XL Forklift
0180,900200,Trailer
0168,900201,Crane
0168,900202,Forklift Truck
0168,900203,Michigan Shovel
0168,900204,Michigan Tractor Shovel
0168,900205,Towing Tractor
0168,900206,Clerk Container Handling F.L
0169,900207,Freeca Pick-Up
0169,900208,Varica Mini Bus
0169,900209,Varica Panel Van
0169,900210,Varica Pick-Up
0171,900211,Cobus
0172,900212,Crane
0172,900213,Hydra Mobile Crane
0172,900214,Hydraulic Truck Crane
0172,900215,M.Diesel Electric Crane
0172,900216,Mobile Crane
0172,900217,Mobile Diesel Elt:Crane
0172,900218,Transit 4x4 Crane
0173,900219,G2 P51
0173,900220,Motor Bike
0174,900221,Trailer
0175,900222,Lorry
0175,900223,Lorry With Crane.
0175,900224,Rodding Vehicle
0175,900225,Truck
0176,900226,Air Compressor
0177,900227,Holman
0178,900228,Mixer
0178,900229,Mixer 600l
0178,900230,Mixer Winget 400l
0179,900231,Astro Van
0180,900232,Handling Fork Lift
0181,900233,Excavator
0182,900234,Covenry Climax F.Lift Truck
0182,900235,Climax F.L.T.W.C.Boom
0182,900236,Climax F.Lift
0184,900237,Crane Koppel
0186,900238,Oil Tank Trailer
0187,900239,Saloon
0191,900240,Crane
0192,900241,Jeep
0193,900242,Cargo Van
0194,900243,Ducker Bus
0195,900244,Pickup
0195,900245,Saloon
0197,900246,Notchback
0198,900247,Prince Saloon.
0199,900248,410
0199,900249,510
0199,900250,550b
0199,900251,Crane
0199,900252,Dozer
0200,900253,Tanker
0201,900254,Buggy
0202,900255,Rig
0203,900256,Jeep
0204,900257,Crane
0204,900258,Rubber Tyred Roller
0205,900259,Tanker
0206,900260,5070D Tractor
0190,900261,Feroza  Jeep
0208,900262,Tanker
0208,900263,Tanker 2000 Lts
0209,900264,Discovery
0209,900265,Saloon
0210,900266,Ditto
0211,900267,Pick-up
0213,900268,Motor Cycle
0215,900269,Jeep
0217,900270,Decker Bus
0218,900271,S.T/Master T/Tractor
0218,900272,Super Towing Tractor
0218,900273,Tugmaster
0219,900274,Rig
0220,900275,Compressor
0221,900276,4300
0222,900277,Motor Cycle
0224,900278,Truck
0224,900279,Tipper
0225,900280,Paver
0225,900281,Tandem Compactor
0230,900282,Excavator
0231,900283,Trailer
0232,900284,Bus
0232,900285,Pickup
0232,900286,Refrigerator
0232,900287,Skyline Bus
0232,900288,Truck
0235,900289,Caravan
0236,900290,Dump Truck
0238,900291,Trailer
0239,900292,Hydra Crane
0241,900293,Van
0242,900294,Trailer
0243,900295,Excavator
0243,900296,Backkhoe Case Loader
0243,900297,Loader
0243,900298,Excevator Shovel
0245,900299,Withcrane Attachment
0247,900300,D25AC
0247,900301,Pickup
0248,900302,B/Down
0248,900303,Box
0248,900304,Brake Down
0248,900305,Lorry
0248,900306,Pickup
0248,900307,Ramcharger Station
0248,900308,Station
0248,900309,Steakbody Lorry
0248,900310,Tanker
0248,900311,Van
0248,900312,Wrecker
0249,900313,Tractor
0250,900314,Wheel Loader
0252,900315,Bus
0252,900316,D/C Pickup
0252,900317,Tipper
0253,900318,Favorit Tractor
0254,900319,Pickup
0255,900320,Tractor
0256,900321,Loder Backhoe
0258,900322,20 Kva Generator
0258,900323,20 Kva Generator
0258,900324,Kva Generator
0260,900325,Finisher
