Make Code,Model Code,Description
0167,171833,Saxo VTS
0188,180101,Bus
0188,180201,Van
0188,180202,Station
0188,180301,Ceilo Saloon
0188,180401,Damas
0188,180501,Espero Saloon
0188,180601,Lanos Saloon
0188,180602,Saloon
0188,180701,Leganza Saloon
0188,180801,Matiz
0188,180901,Nubira Saloon
0188,180902,Nubira Station
0188,181001,Racer Hatchback
0188,181002,Racer Saloon
0188,181101,Tacuma Cdx
0188,181201,Tico
0188,181202,Truck
0188,181301,Excavator
0188,181302,Forklift
0188,181303,Wheel Loader
0188,181304,Vacuum
0188,181401,Laboo Pickup
0188,181402,P/Up Fso
0188,181403,"Pick-Up ""Plus"""
0188,181404,Roy Pick/Up
0234,181405,Crosswind Sweeper
0188,181406,Water Tanker
0188,181407,Lorry
0188,181408,Tractor
0188,181409,Dumper Truck
0188,181410,Tipper
0188,181411,Cargo Crane Truck
0188,181412,Prince
0188,181413,Super
0188,181414,Trailer
0188,181415,Trailer Truck
0268,190101,Bus
0268,190102,Ambulance
0268,190201,Van
0268,190202,Windstar Van
0268,190301,Bronco
0268,190401,Contour Saloon
0268,190501,Cougur.
0268,190502,Mondeo
0268,190601,Crown Victoria Saloon
0268,190602,Mercury Saloon
0268,190701,Grand Marques Saloon.
0268,190801,Pick Up.
0268,190802,Double Cabin Pick Up.
0268,190901,Escape
0268,191001,Escort Saloon
0268,191002,Ford F15
0268,191003,Ford F150 Raptor
0268,191004,Ford F150 FX4
0268,191101,Focus
0268,191201,Excursion
0268,191301,Expedition
0268,191401,Sable Saloon.
0268,191501,Explorer
0268,191502,Explorer Box
0268,191503,Edge
0268,191601,Lincolin Town Car.
0268,191602,Lincoln Saloon
0268,191603,Lincoln Navigator
0268,191701,Mustang
0268,191801,Taurus Saloon
0268,191802,Taurus Station
0268,191901,Tempo Saloon
0268,192001,Topaz Saloon.
0268,192002,Saloon
0268,192003,Coupe
0268,192101,Boom Truck
0268,192102,Dump Truck
0268,192103,F700 Tr/Wireline Unit
0268,192104,Flatbed
0268,192105,Fuel Truck
0268,192106,Hi-Loader
0268,192107,Lorry
0268,192108,Mechanic Truck
0268,192109,Station
0268,192110,Mercury Station
0268,192111,Chassis
0287,193101,Saloon
0287,193102,Pick Up
0287,193103,H/B
0287,193104,IC8
0287,193105,Emgrand 7
0287,193106,Emgrand 8
0287,193107,Emgrand X7
0287,193108,GC2
0287,193109,GC6
0287,193110,GC7
0287,193111,GX2
0092,194001,Calsa
0728,200101,Bus
0728,200102,Mini Bus
0728,200103,Jeep
0728,200201,Super Carry Van
0728,200202,Van
0728,200301,Pickup
0728,200401,Baleno Sedan
0728,200402,Liana
0728,200403,Alto
0728,200501,Grand Vitara
0728,200502,Vitara
0728,200503,X90 Jeep
0728,200504,Box
0728,200505,Station
0728,200601,Ignis
0728,200701,Motor Cycle
0728,200801,Samurai
0728,200901,Swift
0728,200902,Saloon
0854,201000,CAN-AM OUTLANDER MOTORCYCLE
0728,201001,Gemini
0728,201002,Jimny
0728,201003,Convertible
0728,201004,SX4
0728,201005,XL-7
0728,201006,Freezer
0728,201007,Jeep
0728,201008,Ertiga
0728,201009,Ciaz
0855,201010,XT-ATV
0728,201011,Kizashi
0728,201012,KEI
0728,201013,Swift Dzire
0728,201014,Aerio
0854,202000,ARTICATE PROWLER MOTORCYCLE
0721,210101,Bus
0721,210201,Van
0721,210301,Pickup
0721,210401,Forester Jeep
0721,210402,Outback
0721,210501,Impreza
0721,210502,Impreza WRX
0721,210601,Legacy Saloon
0721,210602,Legacy Station
0721,210603,Saloon
0721,210604,Station
0721,210701,Svx Sport
0721,210702,Tribecca
0721,210703,GL
0721,210704,Sedan
0721,210705,Subaru XV
0721,210706,BRZ
0721,210707,Forester
0721,210708,WRX-STI
0721,210709,WRX
0212,212002,Durango RT
0212,212005,Durango GT
0212,212006,Neon
0212,212007,Durango SXT
0630,220101,Bus
0630,220201,Van With H/Tail Lift
0630,220202,Midliner M.W. Van
0630,220203,Saloon
0630,220301,Pick-Up
0630,220302,Kerax
0630,220303,Chassis
0630,220304,Scenic
0630,220305,Twizy
0630,220401,Clio
0630,220501,Laguna Saloon
0630,220601,Megane
0630,220602,Lorry
0630,220701,Cesspit Empiter
0630,220702,Com.Jetting Slu. Emp.
0630,220703,Crane
0630,220704,Fuel Tanker
0630,220705,H.Plateform Truck
0630,220706,Head Trailer
0630,220707,Holme Recovery Vehicle
0630,220708,I/C Washing Machine
0630,220709,Insect K.Spray Tanker
0630,220710,Jetting Unit
0630,220711,Loader
0630,220712,Mercury Air Tug
0630,220713,Mixer
0630,220714,Mud Sucking Vehicle
0630,220715,Refuse Collector
0630,220716,Skip Loader
0630,220717,Spraying Tanker
0630,220718,Sucking Vehicle
0630,220719,Suction Sweeper
0630,220720,Tanker
0630,220721,Tipper
0630,220722,Tractor
0630,220723,Truck
0630,220724,Lavelive Washing Equip
0630,220725,Tan/Water Sucking Pump
0630,220726,Hydraulic P/Form Truck
0630,220801,Pole Carriei
0630,220802,Recovery Van
0630,220803,Skip Loader
0630,220804,Cleaning Unit
0630,220805,Wrecker
0630,220806,Clio Sport
0630,220807,Megane Sport
0630,220808,Midlum Towing Recovery
0630,220809,Ambulance
0630,220810,Sewerage Tanker
0630,220811,25V6
0630,220812,SAFRANE
0630,220813,Fluence
0630,220814,Traffic Van
0630,220815,Symbol
0630,220816,Captur
0630,220817,Dokker Van
0630,220818,Clio F1 Team R27
0630,220819,Clio RS 200
0630,220820,Espace
0630,220821,Laguna Coupe
0630,220822,Sandero
0582,230101,Van
0704,230120,Small Trailer
0582,230201,Pickup
0582,230301,206xr
0582,230401,306 Hatchback
0582,230403,Hatchback
0582,230502,306 Saloon
0582,230503,307 XT
0582,230504,307 XSI
0582,230601,405 Saloon
0582,230701,504 Saloon
0582,230702,504 Station.
0582,230703,Station.
0582,230801,505 Saloon
0582,230802,505 Station
0582,230901,604 Saloon
0582,231001,605 Saloon
0582,231002,Saloon
0582,231101,607
0582,231201,J5 Cargo Truck
0582,231301,Coupe
0582,231302,308 Comfort Pack
0582,231303,206
0582,231304,306
0582,231305,307 Dynamic
0582,231306,307 XS
0582,231307,308
0582,231308,407
0582,231309,Partner
0582,231310,307
0582,231311,308 Confort Pack
0582,231312,Boxer Combi Bus
0582,231313,208
0582,231314,207
0582,231315,301
0582,231316,3008
0582,231317,508
0582,231318,308CC
0582,231319,Part Combi
0582,231320,5008
0582,231321,2008
0582,231322,206 CC
0582,231323,207 GT
0582,231324,207 Trendy
0582,231325,207 Trendy GT
0582,231326,207 Urban
0582,231327,207 RC
0582,231328,308 Feline
0582,231329,308 Premium
0582,231330,308 SW
0582,231331,407 Comfort
0582,231332,407 GPS
0495,240101,Bus
0495,240102,Micro Bus
0495,240163,6
0495,240201,6seater Van
0495,240202,E2000 Van
0495,240203,Van
0495,240204,Fuel Tanker
0495,240301,D/Cabin P/Up
0495,240302,Long-Body Pick-Up
0495,240303,Pickup
0495,240304,Pickup With Crane
0495,240401,323 Hatchback.
0495,240402,323
0495,240403,323 Station
0495,240404,Estate 323
0495,240501,626 Saloon
0495,240502,626 Station.
0495,240503,626 Coupe
0495,240504,626 Hatchback.
0495,240505,Hatchback
0495,240506,Station
0495,240601,929 Coupe
0495,240602,929 Saloon
0495,240603,929 Sentia Saloon
0495,240604,929 Station
0495,240605,Coupe
0495,240606,Saloon
0495,240607,3
0495,240701,Mpv Station
0495,240801,Or  Hyundai
0495,240901,Xedos
0495,241001,3 Ton P/Up/Lorry Loader
0495,241002,Long Body Truck
0495,241003,Lorry
0495,241004,Lorry Loader
0495,241005,Refrigerator
0495,241006,Tanker
0495,241007,Tipper
0495,241008,Truck
0495,241009,Truck/Thermoking Unit.
0495,241101,Marvie Station Wagon.
0495,241102,CX9
0495,241103,CX7
0495,241104,2 Saloon 1.5L
0495,241105,2 HatchBack 1.5L
0495,241106,3 HatchBack
0857,241107,MESTO SCREEN PLANT
0495,241108,MX5
0354,250101,Accent Hatchback.
0354,250102,Accent Saloon
0354,250103,Saloon
0354,250104,Getz
0354,250105,Hatchback
0327,250106,Motor Cycle
0354,250107,Tusan
0354,250108,Scooter
0354,250201,Atos Hatch Back
0354,250301,Bus
0354,250302,Mini Bus
0354,250303,Atos Van
0354,250401,Coupe
0354,250501,D/C Pickup
0354,250502,Longbody Pickup
0354,250503,Pick Up.
0354,250601,Elantra Saloon
0354,250602,Elantra Station
0354,250603,Elantra Sedan
0354,250701,H-1 Mpv Van
0354,250702,Panel Van
0354,250703,Van
0354,250801,Excel Hatchback
0354,250802,Excel Saloon
0354,250901,Ambulance
0354,250902,Truck
0354,250903,Tucson
0354,250904,VeraCruz
0354,251001,Galloper
0354,251002,Galloper Station
0354,251101,Grandeur Saloon
0354,251201,Trajet
0354,251301,Pony Pick Up.
0354,251401,Matrix
0354,251501,Sonata
0354,251601,Terracan
0354,251602,Fuel Tanker
0354,251701,Stellar Saloon
0354,251801,Santa  Fe  4X4
0354,251802,S/Wagon
0354,251803,Shovel
0354,251804,Excavator
0354,251805,Hydraulic Drills
0354,251806,Wheel Loader
0354,251807,Cement Pump
0354,251808,Water Tanker
0354,251809,Crane
0354,251810,Atos Saloon
0354,251811,Cargo Truck
0354,251812,Scotter
0354,251813,Genesis
0354,251814,Forklift
0354,251815,Tractor
0354,251816,Excel
0354,251817,Prema
0354,251818,Stellar
0354,251819,Refrigerant
0354,251820,Refrigerant
0354,251821,3.5 Refrigerant
0354,251822,Accent Sedan
0354,251823,Aerocity
0354,251824,Azera
0354,251825,County
0354,251826,Elentra
0354,251827,Excent
0354,251828,H100
0354,251829,Santa
0354,251830,Santa Fe
0354,251831,Sonata GL
0354,251832,Veloster
0354,251833,i10 Sedan
0354,251834,i30 Hatchback
0354,252820,Hydraulic Tail Lift 
0354,252821,H1
0354,252822,HD65
0354,252823,HD46
0354,252824,I40
0354,252825,Creta
0354,252826,Grand Santa Fe
0354,252827,Sonata Hybrid
0354,252828,Ioniq
0342,260101,Accord Coupe
0342,260102,Accord Hatchback
0342,260103,Accord Saloon
0343,260201,Honda Civic Coupe
0342,260202,Civic Crx
0342,260203,Civic Hatchback
0342,260204,Civic EX
0342,260205,Civic Shuttle
0342,260206,Civic EXI
0342,260207,Hatchback
0342,260208,Jazz EX
0342,260301,Legend Saloon
0342,260302,Legend Coupe
0342,260303,Coupe
0342,260401,Odyssey
0342,260402,Stream Mini Van
0342,260501,Vigor Saloon
0506,260601,Canter Tipper / Truck
0342,260602,MRV
0342,260603,HR-V Station
0342,260701,City Saloon
0342,260702,Saloon
0342,260703,Station
0342,260801,Integra Saloon
0342,260901,Motor Cycle
0342,261001,Prelude Coupe
0342,261002,Pilot
0342,261003,Accord
0342,261004,Civic
0342,261005,CRX
0342,261006,125
0342,261007,200
0342,261008,Accord Ex
0342,261009,Accord Exi
0342,261010,CD 200
0342,261011,Civic GL
0342,261012,Civic LX
0342,261013,CR-V
0342,261014,EXI
0342,261015,Legend
0342,261016,Quient
0342,261017,S2000
0342,261018,Stream
0270,270001,FD30
0190,270101,Bus
0190,270102,Diesel Bus
0190,270103,Hijet Mini Bus
0190,270104,Mini Bus.
0190,270201,Mini Van
0190,270202,Van
0190,270203,Refrigirator
0190,270301,Delta Pick Up.
0190,270302,Longbody Pick - Up.
0190,270303,Pickup
0190,270304,Pickup With Crane
0190,270401,Charade
0190,270402,Chrade Hatchback
0190,270501,Charment Saloon
0190,270601,Feroza Box
0190,270602,Hatchback
0190,270701,Gran Move
0190,270801,Rocky
0190,270901,Terios Jeep
0190,271001,Delta 3ton Trcuk
0190,271002,Delta Lorry
0190,271003,Dump Truck
0190,271004,Flatbed Truck
0190,271005,Lorry With Crane.
0190,271006,Refuse Collector
0190,271007,Tanker
0190,271008,Tipper
0190,271009,Truck
0190,271010,Truck W/Mounted Crane
0190,271101,Elox Saloon
0190,271102,Saloon
0190,271103,Hatchback
0190,271104,Station
0190,271105,1000
0190,271106,Applause
0190,271107,Delta
0190,271108,Jeep
0190,271109,Materio
0190,271110,Sirion
0190,271111,Gran Max
0190,271112,Materia STD
0190,271113,Terios SX
0190,271114,YRV
0190,271115,Terios SVP
0212,280101,Bus
0212,280201,Caravan
0212,280202,Postal Van
0212,280203,Ram Van.
0212,280204,Van
0212,280300,Double Cabin Pick-Up
0212,280301,Dakota Pickup.
0212,280302,Pickup
0212,280303,Steakbody.
0212,280401,Breakdown
0212,280402,Chassis
0212,280403,Emptier
0212,280404,Fargo Chassis.
0212,280405,Fuel Tanker.
0212,280406,H.Pressure Jetting Unit
0212,280407,Half Lorry
0212,280408,Lorry
0212,280409,Mobile Workshop
0212,280410,Pole Carrier
0212,280411,Refrigerator
0212,280412,Runway Suction Sweeper
0212,280413,Sweeper
0212,280414,Tanker
0212,280415,Tractor
0212,280416,Trailer
0212,280417,Truck Mixer
0212,280418,Workshop Body Truck
0212,280419,Ram 1500
0212,280420,Dart
0212,280421,Avenger  SXT
0212,280422,Charger R/T
0212,280423,Charger SXT
0212,280424,Durango SLT
0212,280425,Nitro RT
0212,280426,Bronco
0212,280427,Lebaron
0212,280501,Chalenger
0212,280601,Durango LTD
0212,280701,Dynasty Saloon
0212,280702,Viper Coupe
0212,280801,Intersedan Saloon
0212,280901,Pronco
0212,280902,Saloon
0212,281001,Sprit
0212,281002,Intrepid
0212,281003,Charger
0212,281004,Bulldozer
0212,281005,Nitro SXT
0212,281006,Hatchback
0212,281007,Caliber
0212,281008,Libaroon
0212,281009,Station
0212,281600,Coupe
0259,290101,Borsani Bus
0259,290102,Bus
0259,290201,Van
0259,290301,Pick-Up
0259,290401,Argentta Saloon
0259,290501,Barchetta
0259,290601,Croma Saloon
0259,290701,Hatchback
0259,290702,Punto Convertable
0259,290703,Cement Dump
0259,290801,Regatta Saloon.
0259,290901,Allis C.T.W.Angle Dozer
0259,290902,Allis Motor Grader
0259,290903,Allis Shovel
0259,290904,Ambulence
0259,290905,Bettery Operated F.Lift
0259,290906,C.T.With Angle Dozer
0259,290907,C/Tractor W.Reco Ripper
0259,290908,Excevator
0259,290909,Fork Lift
0259,290910,Shovel
0259,290911,Tractor
0259,291001,Coupe
0411,300101,Minibus
0411,300102,Motor Bus
0411,300103,Motors  Master Bus
0411,300201,Besta Van
0411,300202,Carnival
0411,300203,Motor Van
0411,300204,Motors Long Body Van
0411,300205,motor Besta Van
0411,300206,Carens
0411,300207,Motors Shuma S/Wagon
0411,300208,Sorento
0411,300301,Long Body Pick-Up
0411,300302,Pickup
0411,300303,motor Double Cabin Pick-Up
0411,300304,Motors Station
0411,300401,Clarus Saloon
0411,300402,Sephia Saloon
0411,300403,Saloon
0411,300501,Joice
0411,300601,Optima
0411,300701,Pregio
0582,300800,Convertible
0411,300801,Rio Hatchback
0411,300901,Sportage
0411,301001,Motor Tipper
0411,301002,Motors  Lorry
0411,301003,Tanker
0411,301004,Tractor Loadder + Trailer.
0411,301005,Truck
0411,301006,master Refrigerator.
0411,301007,Hatchback
0411,301008,Picanto
0411,301009,Rio
0411,301010,Refrigerator
0411,301011,SOUL
0411,301012,Mohave
0443,310101,LS430
0443,310201,Lx470 Station
0443,310301,LS 400
0443,310302,Saloon
0443,310303,Gs 430 Saloon
0443,310401,GS 300
0443,310402,Rx 300
0443,310403,Rx 350
0443,310404,GS 350
0443,310501,Es 300 Saloon
0443,310601,Coupe.
0443,310701,Rx330
0443,310702,SC430
0443,310703,TRX350 ST
0443,310704,LX 570 Station
0443,310705,ES 350
0443,310706,LS 460 I Saloon
0443,310707,LS 460
0443,310708,IS 300
0443,310709,GX 460
0443,310710,GX 460
0443,310711,IS 350
0443,310712,ISF
0443,310713,LX 570
0443,310714,GS 460
0443,310715,CT 200
0443,310716,LS600HL
0443,310717,IS 250
0443,310718,GS 250
0443,310719,GX 470
0443,310720,NX 200T
0443,310721,GX430
0443,310722,NX F-sport
0443,310723,IS 300C
0443,310724,LFA
0443,310725,RX450h
0443,310726,RC 350
0443,310727,ES 330
0443,310728,GS400
0443,310729,GS F
0443,310730,GS 450 Hybrid
0443,310731,RCF
0444,320101,A.T.Ransomes Plough
0444,320102,Agricultural Tractor
0444,320103,Landmaster Tanker
0444,320104,Lorry.
0444,320105,T.W.Leyford Rota Brush
0444,320106,Tanker
0444,320107,Tipper
0444,320108,Tractor With  Bruch
0444,320109,Trailer
0444,320110,Truck
0444,320111,Truck Lorry Loader
0439,320120,Crane
0444,320201,Pick-Up
0444,320301,Bus
0444,320401,Van
0538,330101,Astra Caravan
0538,330201,Ascona Saloon.
0538,330202,Astra
0538,330203,Antara
0538,330301,Corsa
0538,330302,Hatchback
0538,330303,Saloon
0538,330401,Coupe
0538,330501,Omega Mv6 Saloon
0538,330602,Omega Saloon
0538,330701,Record Saloon.
0538,330801,Senator Saloon
0538,330901,Vectra
0538,330902,Vectra Station
0538,330903,Combo Van
0599,340101,6000 Saloon
0599,340201,Transport Van
0599,340202,Van
0599,340301,Bonneville Saloon
0599,340401,Firefly Hatchback
0599,340402,Hatchback
0599,340501,G.Prix Saloon
0599,340502,Grand Prix Coupe
0599,340503,Coupe
0599,340601,Parisienne Saloon
0599,340602,Parisienne Station
0599,340603,Station
0599,340604,Saloon
0599,340701,Tempest Saloon
0599,340801,Trans Am Coupe
0599,340802,Subrid
0599,340803,Catalina
0342,342000,CROSSTOUR
0342,342001,CBF150
0342,342002,CBX 250
0342,342003,Civic Type R
0342,342004,Civic VTI
0342,342005,CRV RVI
0342,342006,CRV RVSI
0342,342007,Jazz LX
0342,342008,Odyssey EXL
0342,342009,Pilot EX-L
0342,342010,Accord EXI SE
0342,342011,Accord LX
0342,342012,Lintex
0342,342013,Unicorn
0342,342014,Civic RS
0342,342015,CBR 600
0609,350101,Satria
0609,350102,Sport
0609,350201,Waja
0609,350202,Hatch Back
0609,350301,Wira Hatchback
0609,350302,Arena Pick up
0609,350401,Wira
0609,350402,Saloon
0606,350403,Padmini
0609,350405,XL 1.6
0609,350406,GEN-2
0609,350407,Savvy
0654,360101,900 Coupe
0654,360102,900 E  Saloon.
0654,360103,900 E  Saloon.
0654,360104,900
0654,360201,9000 Cd
0654,360202,9000 Cs Xl Saloon
0654,360203,9000 Saloon
0654,360204,Turbo 9000
0654,360205,Saloon
0654,360206,Hatchback
0654,360301,Convertible
0654,360401,Coupe
0654,360402,9--3
0654,360403,9--5
0654,360404,9--7X
0812,360405,Eos
0812,360406,Passat CC
0812,360407,Golf
0743,370101,Bus
0743,370201,Pick-Up.
0743,370301,Lorry
0743,370302,Refrigerated Truck
0743,370303,Tanker
0743,370304,Tipper
0743,370305,Truck
0743,370306,Chassis
0743,370307,Head Trailer
0743,370308,Cargo Truck
0743,370309,Shovel
0743,370310,Daewoo Crane
0743,370311,Daewoo Dump Truck
0743,370312,Daewoo Tractor
0743,370313,Daewoo Mixer Truck
0743,370314,Mini
0743,370315,Daewoo Trailer Truck
0743,370316,Daewoo Water Tanker
0743,370317,Daewoo Sewerage Tanker
0743,370350,Light Duty
0788,371001,Apache
0788,371002,Victor
0372,372001,Digger Truck
0372,372002,Fuel Truck
0372,372003,Garbage Truck
0372,372004,Non-Drinking Water Tanker
0380,380002,Renegade
0812,380101,Bus
0812,380102,Micro Bus
0812,380103,Transporter Bus
0812,380201,Van
0812,380202,Caravelle
0812,380203,Touareq
0812,380301,Pickup
0812,380401,Beetle
0812,380501,Passat-G.L Station.
0812,380502,Passat Saloon
0812,380503,Saloon
0812,380504,Jeep
0812,380601,Bora
0812,380602,Station
0812,380701,Polo Hatchback
0812,380702,Hatchback
0812,380801,Vento
0812,380901,Jetta
0812,381001,Golf
0812,381002,Tiguan
0812,381003,R32
0812,381004,Scirocco
0812,381005,MPV
0812,381006,Caddy
0812,381007,Combi
0812,381008,Golf
0812,381009,Multi Van
0812,381010,Crafter
0812,381011,EOS V6
0812,381012,Golf GT
0812,381013,Golf GTI
0812,381014,Golf Plus
0812,381015,Golf R32
0812,381016,Golf TSI
0812,381017,Jetta GLI
0812,381018,Passat R36
0812,381019,Passat V6
0812,381020,Phaeton V8
0812,381021,Phaeton W12
0812,381022,Sharan
0812,381023,Tiguan S & S
0812,381024,Tiguan T & F
0812,381025,Touareg V12
0812,381026,Touareg V6
0812,381027,Touareg V8
0812,381028,Touran
0812,381029,Golf R
0812,381030,Arteon
0386,386000,Picker
0814,390101,244 Saloon
0814,390102,Head Tractor
0814,390201,460 Gle Saloon.
0814,390202,XC90
0814,390203,XC60
0814,390301,740 Gl Saloon
0814,390302,740 Limousine
0814,390303,740 Turbo Saloon
0814,390304,760 Saloon
0814,390305,Station
0814,390401,850 Saloon.
0814,390402,850 T5r Station Wagon.
0814,390501,940 Gl Saloon.
0814,390502,940 Gle Saloon
0814,390503,960 Saloon
0814,390601,Bus
0814,390602,Lorry
0814,390701,Coupe
0814,390801,S 80
0814,390802,S40
0814,390803,S60
0814,390804,S70 Saloon
0814,390805,Saloon
0814,390806,240
0814,390807,240GL
0814,390808,240GLE
0814,390809,850GLE
0814,390810,850 Limited
0814,390811,90
0814,390812,980
0814,390813,F10
0814,390814,F1020
0814,390815,Fodder
0814,390816,GLE
0814,390817,760 GLE
0814,390818,850 GLE
0814,390819,S80
0814,390820,Sedan
0814,390901,V40
0814,390902,V70
0814,391001,F12 Truck
0814,391002,Forklift
0814,391003,Head Trailer
0814,391004,Shovel
0814,391005,Tanker
0814,391006,Tipper
0814,391007,Truck
0814,391008,Refuse Collector
0814,391101,Pick-Up
0814,391201,Van
0814,391202,C70
0814,391203,Concrete Pump
0814,391204,Articulated Hauler
0814,391205,Wheel Loader
0814,391206,Excavator
0814,391207,Dump Truck
0814,391208,C30
0814,391209,XC70
0814,391210,FM400
0814,391211,FH400
0814,391212,FH12
0814,391213,FL619
0814,391214,Crane
0814,391215,Water Tanker
0814,391216,Bed Trailer
0814,391217,FH440 Tipper / Trailer
0814,391218,FH440 Tipper / Truck
0814,391219,FM400 Tipper / Truck
0814,391220,BL 61
0814,391221,L 150 Loader
0814,391222,NL10
0814,391223,S80 AWD
0814,391224,S80 Premium
0814,391225,V50
0814,391226,V70 Comfort
0814,391227,V70 Premium
0814,391228,XC90 Executive
0814,391229,XC90 R Design
0814,391230,FL12
0814,391231,FL10
0814,391232,FM12
0814,391233,S90
0395,395000,Stacker
0079,400101,Truck M/Jetting Unit
0079,400102,Platform Truck
0079,400103,Drilling Rig.
0079,400104,12 Tons Truck
0079,400105,Air Maintenance Vehice
0079,400106,Avelling
0079,400107,C/C Mobile Workshop
0079,400108,Combined Jetting Unit
0079,400109,Drilling Rig
0079,400110,Dumper
0079,400111,Emptier
0079,400112,Emv 3000
0079,400113,Filtration W.Trailer
0079,400114,H\Platform Truck
0079,400115,Hi-Loader
0079,400116,Lorry
0079,400117,Maintenance Vehicle
0079,400118,Mobile Clinic
0079,400119,Mobile Generator.
0079,400120,Mobile Workshop
0079,400121,Mobile X-Ray Unit
0079,400122,Pole Erection Unit
0079,400123,Refrigerator
0079,400124,Refuse Collector
0079,400125,Roller
0079,400126,Succion Sweeper
0079,400127,Tail Lift Truck
0079,400128,Tanker
0079,400129,Trailer
0079,400130,Truck
0079,400131,Truck Crane
0079,400132,Truck M/Dirlling Rig
0079,400133,Unit Pump
0079,400134,Excavator
0079,400201,Bus
0079,400202,Steakbody Pick Up.
0079,400301,Caravan
0079,400302,Mobile Van
0079,400303,Sewer Cleaning Van
0079,400304,Test Van With Trailer
0079,400305,Van
0079,400306,Tipper
0079,400307,Bedford
0138,410101,Caddillac Concours.
0138,410102,XLR
0138,410103,XTS
0138,410201,Sixty Special
0138,410301,Catera
0138,410401,Deville
0138,410402,SRX
0138,410501,DHS
0138,410502,CTS
0138,410601,DTS
0138,410602,Saloon
0138,410701,Eldorado
0138,410801,Escalad
0138,410802,Escalade P/up
0138,410803,Escalade St
0138,410901,Fleetwood
0138,411001,Limousine
0411,411002,Cadenza
0411,411003,Forte
0411,411004,K4000
0411,411005,Shuma
0411,411006,Stinger
0411,411007,Sedona
0138,411101,Seville
0138,411201,STS
0138,411202,BLS
0138,411204,ATS
0138,411205,Station
0138,411206,SLS
0138,411207,STS V
0138,411208,XLR V
0138,411209,XT5
0138,411210,CT6
0412,412001,Bus
0150,420101,Cat Bulldozer
0150,420102,Cat Crane
0150,420103,Cat D8l/Ripper
0150,420104,Cat Forklift
0150,420105,Cat Side Boom
0150,420106,Cat Twin Arc
0150,420107,Cat Water Tanker
0150,420108,Cat Wheel Loader
0150,420109,Dump Truck
0150,420110,F.Lift Truck
0150,420111,Grader
0150,420112,L/Compactor Dozer
0150,420113,Shovel Loader
0150,420114,Motor Grader
0150,420115,Shovel
0150,420116,T/Dozer Ripper
0150,420117,Tractor
0150,420118,Brush
0150,420119,Bulldozer
0150,420120,Fork Lift
0150,420121,Roller
0150,420122,Loader
0150,420123,Scarveir
0150,420124,Wheel Loader
0150,420125,Excavator.
0380,420126,Cherokee Sports
0164,420127,Grand Voyager Station
0150,420128,Caterpiller
0150,420129,Road Machine
0150,420130,Backhoe Loader
0164,420218,Hatchback
0164,430101,Van.
0164,430201,300 M Saloon
0164,430301,Concour Saloon.
0164,430302,Coupe
0164,430401,Imperial Saloon
0164,430501,Neon
0164,430502,Acclaim
0164,430503,Saloon
0164,430601,Newyorker Sedan
0164,430602,PT Cruiser
0164,430701,Stratus
0164,430801,Forklift
0164,430802,Sebring
0164,430803,Pecifica
0164,430804,Dodge
0164,430805,Sprit
0164,430806,300 C
0164,430807,300S
0044,440001,RS5
0044,440002,RS 7
0044,440003,SQ5
0044,440004,Q2
0167,440101,Bus
0167,440201,Postal Van
0167,440202,Van
0167,440401,Exantia Station
0167,440402,Xantia Saloon.
0167,440403,Saloon.
0167,440404,C5 Hatchback
0167,440405,Hatchback
0167,440501,Saxo
0167,440601,Xm Saloon.
0167,440701,Xsara
0167,440801,Zx Hatchback
0167,440802,Zx Station
0167,440901,Citreon Ambulence
0167,440902,Crane
0167,440903,Berlingo
0167,440904,4X
0167,440905,AX
0443,443002,IS 200t
0443,443003,IS 200t F-Sport
0443,443004,IS200
0443,443005,GS 200T
0443,443006,NX 300
0443,443007,LC coupe
0443,443008,LS 350
0443,443009,RC200T
0443,443010,LS 500
0450,450001,Continental
0189,450101,Emptier.
0189,450102,Head Trailer
0189,450103,Jetting Unit
0189,450104,Mixer
0189,450105,Mobile Service Unit
0189,450106,Mud Sucking Unit.
0189,450107,Pressure Unit
0189,450108,Refuse Collector
0189,450109,Scarab Suction Sweeper
0189,450110,Skip Loader
0189,450111,Tanker
0189,450112,Tractor Unit
0189,450113,Trailer
0189,450114,Truck
0189,450115,Runway Sweeper
0189,450116,Bus
0196,460101,Coupe
0150,460126,Excavator
0150,460127,DP30NT
0150,460128,D8K
0196,460201,Van
0196,460301,D/Cabin Pick Up
0196,460302,Pickup
0196,460401,180b Saloon
0196,460402,180b Station
0196,460501,120y Saloon
0196,460601,160j Saloon
0196,460701,200l Saloon
0196,460801,240 L Saloon
0196,460901,280c Saloon
0196,461001,Gt Coupe
0196,461002,Gt Saloon
0196,461101,Battery Opr:Fork Lift
0196,461102,Drum Catcher
0196,461103,F/L Truck W/Crane Boom
0196,461104,Forklift
0196,461105,120
0196,461106,180K
0196,461107,240GT
0196,461108,Laurel
0196,461109,Laurel
0196,461110,Skyline
0207,461111,DIECI DUMPER
0336,470101,Bus
0336,470201,Pickup
0336,470301,Cargo Truck W/Tarpaulin
0336,470302,Chassis
0336,470303,Crane
0336,470304,Dump Truck
0336,470305,Fire Engine
0336,470306,Head Trailer.
0336,470307,Lorry
0336,470308,Mixer
0336,470309,Mobile Workshop Truck
0336,470310,Refrigerated Truck.
0336,470311,Tanker
0336,470312,Tipper
0336,470313,Tractor
0336,470314,Trailer
0336,470315,Truck
0336,470316,Vaccum Tanker
